Order_ID,Carrier,Carrier_Type,Origin_Hub,Destination_Store,Vehicle_Type,Route_Distance_KM,Service_Level,Scheduled_Departure_Hub,Actual_Departure_Hub,Scheduled_Arrival_Store,Actual_Arrival_Store,Departure_Delay_Min,Arrival_Delay_Min,Late_Departure_Flag,Late_Arrival_Flag,Transit_Damage_Flag,Damage_Type,Capacity_Units,Loaded_Units,Capacity_Utilization_Pct,Idle_Time_Min,Temp_Controlled,Avg_Temp_Celsius,MM_Cost_INR
ORD-013000,DHL-IN,Air,HUB-North-01,STORE-Nagpur-001,Bike,1538.2,Economy,2024-09-29 05:48:47,2024-09-29 05:56:16,2024-10-01 16:06:41,2024-10-01 16:38:47,7.5,24.6,0,1,0,None,65,32,49.2,7.8,0,,31562.53
ORD-013001,FedEx-IN,Air,HUB-North-01,STORE-Mumbai-001,Mini-Truck,116.3,Express,2024-01-30 19:14:25,2024-01-30 19:16:57,2024-01-30 22:14:50,2024-01-30 22:05:04,2.5,-12.3,0,0,0,None,203,111,54.7,38.5,1,6.0,3823.12
ORD-013002,Ekart,Ground,HUB-East-03,STORE-Surat-001,Truck,662.2,Standard,2023-12-17 03:22:23,2023-12-17 04:19:34,2023-12-17 21:08:54,2023-12-17 22:02:50,57.2,-3.3,1,0,0,None,94,49,52.1,32.2,0,,19094.78
ORD-013003,Ekart,Ground,HUB-Central-05,STORE-Lucknow-001,Mini-Truck,476.3,Express,2024-12-02 04:12:36,2024-12-02 04:12:43,2024-12-02 15:22:10,2024-12-02 15:42:31,0.1,20.2,0,1,0,None,244,112,45.9,7.8,0,,9508.03
ORD-013004,Ekart,Ground,HUB-West-04,STORE-Hyderabad-001,Three-Wheeler,1189.4,Express,2023-04-20 09:19:06,2023-04-20 09:49:49,2023-04-22 12:03:15,2023-04-22 12:14:13,30.7,-19.7,1,0,0,None,406,325,80.0,1.1,0,,29232.82
ORD-013005,DHL-IN,Air,HUB-North-01,STORE-Hyderabad-001,Three-Wheeler,1765.2,Same-Day,2024-08-15 23:16:03,2024-08-15 22:59:34,2024-08-18 13:54:06,2024-08-18 19:32:54,-16.5,355.3,0,1,0,None,336,64,19.0,28.4,0,,44812.75
ORD-013006,Shadowfax,Bike,HUB-South-02,STORE-Bangalore-001,Bike,1324.6,Economy,2024-06-10 14:28:18,2024-06-10 15:14:42,2024-06-13 04:21:47,2024-06-13 05:04:41,46.4,-3.5,1,0,0,None,454,15,3.3,11.2,1,2.8,41149.65
ORD-013007,FedEx-IN,Air,HUB-East-03,STORE-Pune-001,Bike,732.6,Same-Day,2023-10-11 01:33:57,2023-10-11 01:12:37,2023-10-12 20:37:33,2023-10-12 20:21:26,-21.3,5.2,0,0,0,None,458,165,36.0,29.0,0,,13970.45
ORD-013008,DTDC,Ground,HUB-Central-05,STORE-Bangalore-001,Mini-Truck,1604.4,Standard,2024-04-13 10:56:36,2024-04-13 10:52:15,2024-04-14 15:54:09,2024-04-14 15:40:48,-4.3,-9.0,0,0,0,None,145,43,29.7,14.3,0,,40172.07
ORD-013009,DHL-IN,Air,HUB-North-01,STORE-Chennai-001,Bike,271.3,Standard,2024-12-01 12:58:19,2024-12-01 13:02:16,2024-12-02 02:08:18,2024-12-02 03:08:38,4.0,56.4,0,1,0,None,144,33,22.9,17.1,0,,6366.86
ORD-013010,Ekart,Ground,HUB-West-04,STORE-Ahmedabad-001,Van,813.0,Standard,2023-12-02 18:53:39,2023-12-02 19:02:32,2023-12-03 08:34:01,2023-12-03 08:40:26,8.9,-2.5,0,0,0,None,453,264,58.3,0.3,1,3.7,27985.69
ORD-013011,DHL-IN,Air,HUB-North-01,STORE-Nagpur-001,Truck,322.6,Economy,2023-02-23 14:30:50,2023-02-23 15:32:36,2023-02-23 21:39:53,2023-02-23 22:51:18,61.8,9.6,1,0,1,Tampered seal,56,51,91.1,12.6,0,,8322.68
ORD-013012,dhl-in,Air,HUB-South-02,STORE-Nagpur-001,Van,803.1,Express,2024-12-06 11:17:07,2024-12-06 11:41:18,2024-12-07 08:21:10,2024-12-07 08:54:13,24.2,8.8,1,0,1,Tampered seal,359,281,,23.2,1,6.3,10284.74
ORD-013013,DHL-IN,Air,HUB-West-04,STORE-Surat-001,Truck,602.9,Same-Day,2023-06-04 01:04:55,2023-06-04 01:18:12,2023-06-04 14:12:32,2023-06-04 14:21:09,13.3,-4.7,0,0,0,None,225,65,28.9,6.4,0,,11724.75
ORD-013014,FedEx-IN,Air,HUB-West-04,STORE-Delhi-001,Truck,614.8,Standard,2024-05-03 01:38:00,2024-05-03 01:49:02,2024-05-03 19:54:48,2024-05-03 19:50:27,11.0,-15.4,0,0,0,None,408,362,88.7,25.9,0,,15055.59
ORD-013015,Delhivery,Ground,HUB-East-03,STORE-Delhi-002,Mini-Truck,1542.8,Standard,2024-02-23 03:18:25,2024-02-23 03:35:28,2024-02-24 17:17:47,2024-02-25 01:01:37,17.1,446.8,1,1,0,None,153,99,64.7,3.1,0,,24592.47
ORD-013016,Shadowfax,Bike,HUB-Central-05,STORE-Chennai-001,Van,1067.1,Economy,2023-07-01 17:45:26,2023-07-01 17:40:33,2023-07-02 17:06:58,2023-07-02 17:21:48,-4.9,19.7,0,1,0,None,292,125,42.8,5.4,1,2.3,25275.88
ORD-013017,Ekart,Ground,HUB-South-02,STORE-Jaipur-001,Van,1732.7,Economy,2023-12-18 06:53:49,2023-12-18 06:50:49,2023-12-20 03:33:34,2023-12-20 03:12:52,-3.0,-17.7,0,0,0,None,227,119,52.4,0.6,0,,38580.47
ORD-013018,DHL-IN,Air,HUB-East-03,STORE-Pune-001,Van,527.6,Same-Day,2023-01-07 05:10:37,2023-01-07 08:15:50,2023-01-07 18:42:05,2023-01-08 05:42:17,185.2,475.0,1,1,0,None,403,21,5.2,5.5,0,,11558.57
ORD-013019,Delhivery,Ground,HUB-South-02,STORE-Delhi-001,Truck,629.9,Standard,2024-01-05 01:55:18,2024-01-05 02:14:16,2024-01-05 17:33:14,2024-01-05 17:32:46,19.0,-19.4,1,0,0,None,111,83,74.8,23.4,0,,21560.53
ORD-013020,XpressBees,Ground,HUB-East-03,STORE-Chennai-001,Van,1116.2,Express,2024-01-24 07:45:50,2024-01-24 07:54:03,2024-01-25 02:34:49,2024-01-25 02:32:29,8.2,-10.6,0,0,0,None,336,333,99.1,3.8,0,,35003.86
ORD-013021,Ekart,Ground,HUB-Central-05,STORE-Mumbai-002,Mini-Truck,1329.3,Standard,2024-07-20 10:28:10,2024-07-20 10:14:02,2024-07-22 00:26:08,2024-07-22 01:09:26,-14.1,57.4,0,1,0,None,420,188,44.8,13.4,0,,44345.28
ORD-013022,DHL-IN,Air,HUB-North-01,STORE-Chennai-001,Mini-Truck,208.3,Standard,2024-04-08 06:15:29,2024-04-08 06:22:14,2024-04-08 10:01:50,2024-04-08 09:51:03,6.8,-17.5,0,0,0,None,454,112,24.7,1.4,0,,4937.6
ORD-013023,XpressBees,Ground,HUB-South-02,STORE-Delhi-002,Bike,943.8,Express,2023-01-31 15:02:44,2023-01-31 15:22:11,2023-02-02 08:43:15,2023-02-02 09:03:18,19.5,0.6,1,0,0,None,56,28,50.0,33.3,0,,24586.89
ORD-013024,Delhivery,Ground,HUB-South-02,STORE-Ahmedabad-001,Van,245.3,Express,2023-06-18 04:07:36,2023-06-18 03:46:00,2023-06-18 08:08:29,2023-06-18 07:50:30,-21.6,3.6,0,0,0,None,104,45,43.3,5.1,0,,6220.54
ORD-013025,FedEx-IN,Air,HUB-West-04,STORE-Nagpur-001,Bike,289.3,Standard,2023-01-01 02:17:18,2023-01-01 08:55:19,2023-01-01 14:38:26,2023-01-01 22:01:49,398.0,45.4,1,1,0,None,441,342,77.6,2.1,0,,6431.18
ORD-013026,XpressBees,Ground,HUB-East-03,STORE-Bangalore-001,Van,932.1,Economy,2023-03-06 08:03:29,2023-03-06 07:59:14,2023-03-07 06:05:23,2023-03-07 05:58:38,-4.2,-2.5,0,0,0,None,320,259,80.9,32.4,0,,13272.42
ORD-013027,FedEx-IN,Air,HUB-East-03,STORE-Indore-001,Three-Wheeler,692.6,Standard,2024-12-25 23:43:19,2024-12-25 23:33:24,2024-12-27 00:50:45,2024-12-27 00:42:01,-9.9,1.2,0,0,0,None,106,82,77.4,77.0,0,,11285.48
ORD-013028,DHL-IN,Air,HUB-North-01,STORE-Surat-001,Bike,76.2,Express,2024-02-25 14:56:51,2024-02-25 15:17:32,2024-02-25 18:22:29,2024-02-25 18:30:43,20.7,-12.5,1,0,0,None,269,143,53.2,2.5,0,,1209.58
ORD-013029,BlueDart,Air,HUB-East-03,STORE-Surat-001,Bike,546.7,Standard,2023-08-25 00:19:48,2023-08-25 00:13:31,2023-08-25 22:14:07,2023-08-26 06:49:51,-6.3,522.0,0,1,0,None,102,61,59.8,27.1,0,,12643.68
ORD-013030,XpressBees,Ground,HUB-East-03,STORE-Mumbai-001,Truck,82.2,Standard,2023-08-10 14:08:07,2023-08-10 14:53:00,2023-08-10 16:10:00,2023-08-10 17:07:25,44.9,12.5,1,0,0,None,334,167,50.0,11.4,0,,2001.27
ORD-013031,DTDC,Ground,HUB-Central-05,STORE-Mumbai-002,Truck,481.5,Standard,2023-11-09 11:04:28,2023-11-09 11:19:30,2023-11-09 20:46:12,2023-11-09 21:12:19,15.0,11.1,1,0,0,None,298,19,6.4,7.3,0,,7258.96
ORD-013032,Shadowfax,Bike,HUB-North-01,STORE-Mumbai-002,Van,542.6,Standard,2024-02-05 15:48:37,2024-02-05 15:30:47,2024-02-06 04:17:25,2024-02-06 04:57:09,-17.8,57.6,0,1,0,None,186,71,38.2,43.9,0,,18061.98
ORD-013033,Ekart,Ground,HUB-West-04,STORE-Chennai-001,Truck,290.6,Standard,2024-05-27 14:11:08,2024-05-27 14:16:17,2024-05-27 23:25:26,2024-05-27 23:35:06,5.2,4.5,0,0,0,None,406,319,78.6,17.6,0,,4093.28
ORD-013034,Delhivery,Ground,HUB-West-04,STORE-Pune-001,Van,1224.7,Standard,2023-11-12 22:43:53,2023-11-12 22:55:19,2023-11-13 23:22:29,2023-11-13 23:20:35,11.4,-13.3,0,0,0,None,353,139,39.4,25.4,0,,30921.01
ORD-013035,Ekart,Ground,HUB-Central-05,STORE-Indore-001,Truck,976.4,Standard,2023-10-07 09:34:42,2023-10-07 09:16:21,2023-10-08 12:04:40,2023-10-08 12:01:24,-18.3,15.1,0,1,0,None,136,14,10.3,14.8,0,,33533.17
ORD-013036,BlueDart,Air,HUB-East-03,STORE-Delhi-001,Van,1091.2,Express,2023-09-16 05:46:14,2023-09-16 05:57:11,2023-09-16 23:50:01,2023-09-17 00:49:33,11.0,48.6,0,1,1,Missing item,265,148,55.8,8.6,0,,21896.02
ORD-013037,DTDC,Ground,HUB-West-04,STORE-Hyderabad-001,Mini-Truck,1759.3,Same-Day,2023-08-02 04:59:40,2023-08-02 04:59:05,2023-08-04 02:29:12,2023-08-04 02:37:25,-0.6,8.8,0,0,0,None,120,92,76.7,1.7,0,,50996.4
ORD-013038,FedEx-IN,Air,HUB-North-01,STORE-Nagpur-001,Van,1208.0,Standard,2023-12-10 14:59:49,2023-12-10 15:11:49,2023-12-11 23:04:40,2023-12-12 00:01:41,12.0,45.0,0,1,0,None,235,92,39.1,0.9,0,,32383.3
ORD-013039,BlueDart,Air,HUB-South-02,STORE-Lucknow-001,Bike,825.4,Economy,2024-01-28 01:51:43,2024-01-28 01:55:51,2024-01-29 21:12:05,2024-01-29 22:03:52,4.1,47.6,0,1,0,None,414,244,58.9,3.6,1,7.3,22915.82
ORD-013040,FedEx-IN,Air,HUB-North-01,STORE-Chennai-001,Three-Wheeler,621.5,Express,2023-10-06 22:31:54,2023-10-06 22:35:06,2023-10-07 22:15:47,2023-10-07 22:21:21,3.2,2.4,0,0,0,None,268,135,50.4,13.3,0,,15869.34
ORD-013041,XpressBees,Ground,HUB-Central-05,STORE-Bangalore-001,Van,323.8,Standard,2023-10-25 02:53:06,2023-10-25 03:01:56,2023-10-25 09:33:02,2023-10-25 09:47:33,8.8,5.7,0,0,0,None,208,90,43.3,32.0,0,,10573.97
ORD-013042,Shadowfax,Bike,HUB-Central-05,STORE-Hyderabad-001,Van,1131.8,Standard,2023-03-28 09:46:26,2023-03-28 09:42:24,2023-03-29 14:22:36,2023-03-29 14:19:08,-4.0,0.6,0,0,0,None,268,92,34.3,10.3,0,,23610.03
ORD-013043,BlueDart,Air,HUB-South-02,STORE-Delhi-002,Three-Wheeler,459.6,Express,2024-04-03 14:18:22,2024-04-03 14:26:33,2024-04-04 07:45:26,2024-04-04 07:35:18,8.2,-18.3,0,0,0,None,182,106,58.2,8.8,0,,11169.53
ORD-013044,BlueDart,Air,HUB-North-01,STORE-Kolkata-001,Mini-Truck,747.6,Standard,2023-07-26 16:42:50,2023-07-26 16:33:12,2023-07-27 10:51:32,2023-07-27 19:45:40,-9.6,543.8,0,1,0,None,116,33,28.4,15.5,0,,26060.02
ORD-013045,FedEx-IN,Air,HUB-South-02,STORE-Ahmedabad-001,Three-Wheeler,1255.6,Express,2023-03-15 00:08:17,2023-03-15 00:12:36,2023-03-17 11:40:23,2023-03-17 11:47:45,4.3,3.0,0,0,0,None,113,74,65.5,9.2,1,3.5,37408.25
ORD-013046,DTDC,Ground,HUB-South-02,STORE-Delhi-001,Van,1711.1,Express,2023-03-31 22:34:08,2023-03-31 23:07:44,2023-04-02 09:54:13,2023-04-02 10:45:49,33.6,18.0,1,1,0,None,51,27,52.9,8.1,0,,58846.05
ORD-013047,DTDC,Ground,HUB-West-04,STORE-Pune-001,Van,1784.9,Standard,2024-03-02 07:50:10,2024-03-02 07:43:46,2024-03-04 06:42:55,2024-03-04 07:18:54,-6.4,42.4,0,1,0,None,440,293,66.6,7.6,1,4.0,41792.37
ORD-013048,Ekart,Ground,HUB-East-03,STORE-Kolkata-001,Truck,1428.7,Standard,2024-04-04 01:15:47,2024-04-04 01:21:14,2024-04-05 09:39:35,2024-04-05 10:11:04,5.5,26.0,0,1,0,None,146,16,11.0,17.6,1,4.2,26678.55
ORD-013049,DTDC,Ground,HUB-South-02,STORE-Chennai-001,Truck,1601.2,Standard,2024-07-22 16:09:01,2024-07-22 16:21:40,2024-07-24 16:00:10,2024-07-24 16:04:03,12.7,-8.8,0,0,0,None,189,109,57.7,3.8,0,,27184.65
ORD-013050,BlueDart,Air,HUB-East-03,STORE-Mumbai-001,Mini-Truck,146.5,Standard,2024-11-04 16:22:31,2024-11-04 16:30:50,2024-11-04 20:28:14,2024-11-04 20:17:13,8.3,-19.4,0,0,0,None,167,36,21.6,26.0,0,,4924.37
ORD-013051,FedEx-IN,Air,HUB-North-01,STORE-Ahmedabad-001,Truck,465.0,Standard,2024-04-09 02:01:08,2024-04-09 02:00:54,2024-04-09 12:30:06,2024-04-09 12:38:16,-0.2,8.4,0,0,0,None,348,277,79.6,19.8,0,,14186.08
ORD-013052,Ekart,Ground,HUB-West-04,STORE-Chennai-001,Truck,1548.2,Standard,2023-04-14 08:56:36,2023-04-14 08:51:09,2023-04-16 07:58:14,2023-04-16 07:54:04,-5.4,1.3,0,0,0,None,186,24,12.9,18.9,0,,37132.09
ORD-013053,Shadowfax,Bike,HUB-South-02,STORE-Delhi-001,Van,1369.8,Standard,2024-02-22 06:47:55,2024-02-22 06:34:04,2024-02-23 12:27:18,2024-02-23 12:15:40,-13.8,2.2,0,0,0,None,297,202,68.0,47.2,0,,33558.31
ORD-013054,DHL-IN,Air,HUB-East-03,STORE-Delhi-001,Bike,558.5,Express,2023-12-11 06:17:19,2023-12-11 06:15:23,2023-12-12 14:52:49,2023-12-12 15:03:09,-1.9,12.2,0,0,0,None,214,173,80.8,1.9,0,,10964.14
ORD-013055,Shadowfax,Bike,HUB-East-03,STORE-Lucknow-001,Bike,1717.8,Standard,2023-10-30 12:02:03,2023-10-30 12:03:19,2023-11-02 16:39:51,,1.3,41.1,0,1,0,None,356,280,78.7,8.9,0,,25179.72
ORD-013056,Ekart,Ground,HUB-West-04,STORE-Surat-001,Three-Wheeler,448.3,Standard,2024-07-09 20:24:23,2024-07-09 20:28:23,2024-07-10 16:36:05,2024-07-10 16:38:01,4.0,-2.1,0,0,0,None,118,59,50.0,0.2,0,,9918.71
ORD-013057,FedEx-IN,Air,HUB-South-02,STORE-Delhi-001,Van,642.3,Same-Day,2023-10-15 19:20:29,2023-10-15 19:21:31,2023-10-16 10:43:09,2023-10-16 14:13:59,1.0,209.8,0,1,0,None,107,48,44.9,15.0,0,,20606.52
ORD-013058,Delhivery,Ground,HUB-West-04,STORE-Lucknow-001,Van,270.9,Standard,2024-10-25 23:13:28,2024-10-25 23:13:53,2024-10-26 04:57:54,2024-10-26 04:56:49,0.4,-1.5,0,0,0,None,120,109,90.8,0.3,0,,8125.2
ORD-013059,Ekart,Ground,HUB-East-03,STORE-Hyderabad-001,Truck,1159.9,Economy,2024-01-15 21:06:11,2024-01-15 21:46:42,2024-01-17 03:37:20,2024-01-17 04:09:12,40.5,-8.7,1,0,0,None,453,54,11.9,5.7,0,,38728.69
ORD-013060,Delhivery,Ground,HUB-East-03,STORE-Jaipur-001,Three-Wheeler,928.9,Same-Day,2024-03-17 22:30:18,2024-03-18 03:27:04,2024-03-19 15:57:41,2024-03-19 21:35:16,296.8,40.8,1,1,0,None,260,45,17.3,15.0,0,,24313.54
ORD-013061,Delhivery,Ground,HUB-Central-05,STORE-Bangalore-001,Bike,1788.5,Standard,2024-01-08 20:03:24,2024-01-08 20:00:43,2024-01-12 22:58:48,2024-01-12 23:01:41,-2.7,5.6,0,0,0,None,417,10,2.4,42.7,0,,58455.57
ORD-013062,Ekart,Ground,HUB-North-01,STORE-Delhi-001,Bike,91.7,Standard,2023-09-12 01:06:18,2023-09-12 00:55:32,2023-09-12 04:49:34,2023-09-12 04:32:58,-10.8,-5.8,0,0,0,None,492,13,2.6,16.2,0,,1247.07
ORD-013063,Ekart,Ground,HUB-North-01,STORE-Ahmedabad-001,Truck,609.7,Standard,2024-12-16 21:10:05,2024-12-16 22:03:23,2024-12-17 10:31:51,2024-12-17 11:16:05,53.3,-9.1,1,0,0,None,114,34,29.8,40.7,0,,12098.71
ORD-013064,DTDC,Ground,HUB-West-04,STORE-Delhi-002,Mini-Truck,1238.2,Standard,2024-03-20 05:24:35,2024-03-20 06:16:59,2024-03-21 13:39:38,2024-03-21 14:24:04,52.4,-8.0,1,0,0,None,293,67,22.9,0.9,0,,15916.6
ORD-013065,XpressBees,Ground,HUB-West-04,STORE-Hyderabad-001,Three-Wheeler,1243.8,Standard,2024-07-13 06:05:53,2024-07-13 06:01:35,2024-07-15 16:16:11,2024-07-15 16:22:45,-4.3,10.9,0,0,0,None,326,100,30.7,43.5,0,,17718.93
ORD-013066,Shadowfax,Bike,HUB-Central-05,STORE-Nagpur-001,Bike,1785.8,Standard,2024-11-26 14:25:53,2024-11-26 19:37:00,2024-11-29 14:57:15,2024-11-29 20:01:33,311.1,-6.8,1,0,0,None,470,11,2.3,72.7,0,,33454.69
ORD-013067,Ekart,Ground,HUB-East-03,STORE-Delhi-002,Van,764.2,Standard,2023-08-08 15:25:21,2023-08-08 15:13:18,2023-08-09 04:07:27,2023-08-09 04:21:22,-12.0,26.0,0,1,0,None,411,330,80.3,14.5,0,,22324.46
ORD-013068,DTDC,Ground,HUB-East-03,STORE-Delhi-002,Van,1670.6,Standard,2023-05-06 00:00:32,2023-05-05 23:58:44,2023-05-07 16:54:31,2023-05-07 17:02:54,-1.8,10.2,0,0,0,None,50,40,80.0,5.9,0,,57656.59
ORD-013069,DHL-IN,Air,HUB-East-03,STORE-Delhi-002,Three-Wheeler,792.3,Standard,2024-04-01 19:15:21,2024-04-01 19:37:40,2024-04-02 21:09:58,2024-04-02 21:29:13,22.3,-3.1,1,0,0,None,248,80,32.3,2.6,0,,19168.48
ORD-013070,Shadowfax,Bike,HUB-East-03,STORE-Indore-001,Three-Wheeler,1676.7,Economy,2023-12-04 03:39:50,2023-12-04 03:28:05,2023-12-06 23:56:35,2023-12-06 23:14:49,-11.7,-30.0,0,0,0,None,390,152,39.0,19.1,0,,43111.29
ORD-013071,XpressBees,Ground,HUB-West-04,STORE-Pune-001,Three-Wheeler,1134.1,Express,2024-10-18 22:19:29,2024-10-18 22:20:40,2024-10-20 16:06:57,2024-10-20 16:33:44,1.2,25.6,0,1,0,None,448,43,9.6,20.4,0,,33339.99
ORD-013072,DHL-IN,Air,HUB-South-02,STORE-Ahmedabad-001,Van,1420.7,Express,2024-05-06 16:47:37,2024-05-06 16:53:42,2024-05-07 20:56:56,2024-05-07 21:13:07,6.1,10.1,0,0,0,None,349,303,86.8,0.2,0,,26499.33
ORD-013073,FedEx-IN,Air,HUB-Central-05,STORE-Indore-001,Truck,880.8,Standard,2023-03-18 20:37:13,2023-03-18 20:13:59,2023-03-19 16:40:48,2023-03-19 16:09:48,-23.2,-7.8,0,0,0,None,489,395,80.8,23.0,0,,12854.23
ORD-013074,Delhivery,Ground,HUB-West-04,STORE-Surat-001,Van,881.1,Same-Day,2023-12-06 00:44:09,2023-12-06 00:42:11,2023-12-06 21:50:41,2023-12-06 21:49:20,-2.0,0.6,0,0,0,None,387,77,19.9,41.7,0,,15216.28
ORD-013075,BlueDart,Air,HUB-West-04,STORE-Pune-001,Van,243.6,Express,2023-09-23 10:50:30,2023-09-23 11:33:52,2023-09-23 15:51:42,2023-09-23 16:54:56,43.4,19.9,1,1,0,None,127,77,60.6,8.6,0,,7518.34
ORD-013076,Delhivery,Ground,HUB-Central-05,STORE-Surat-001,Mini-Truck,815.2,Standard,2024-12-22 10:03:43,2024-12-22 11:22:28,2024-12-23 00:50:11,,78.8,88.4,1,1,0,None,444,197,44.4,4.8,0,,17747.91
ORD-013077,BlueDart,Air,HUB-West-04,STORE-Mumbai-001,Bike,1551.4,Standard,2024-05-23 16:47:53,2024-05-23 16:40:12,2024-05-27 00:18:12,2024-05-27 01:07:50,-7.7,57.3,0,1,0,None,493,119,24.1,43.5,0,,37828.46
ORD-013078,DTDC,Ground,HUB-North-01,STORE-Indore-001,Three-Wheeler,652.2,Standard,2023-02-16 02:41:32,2023-02-16 05:05:05,2023-02-17 03:35:36,2023-02-17 06:31:59,143.6,32.8,1,1,0,None,370,341,92.2,21.9,0,,18147.13
ORD-013079,FedEx-IN,Air,HUB-Central-05,STORE-Indore-001,Truck,670.4,Standard,2023-04-15 23:42:12,2023-04-15 23:35:10,2023-04-16 14:50:33,2023-04-16 15:06:01,-7.0,22.5,0,1,0,None,247,201,81.4,15.5,0,,18374.89
ORD-013080,FedEx-IN,Air,HUB-East-03,STORE-Lucknow-001,Mini-Truck,961.1,Standard,2023-09-04 23:01:46,2023-09-04 23:00:18,2023-09-06 02:06:50,2023-09-06 02:16:19,-1.5,10.9,0,0,0,None,335,15,4.5,102.7,0,,31331.23
ORD-013081,DHL-IN,Air,HUB-Central-05,STORE-Ahmedabad-001,Van,1635.7,Same-Day,2024-03-04 03:09:32,2024-03-04 04:09:58,2024-03-05 17:30:25,2024-03-05 18:45:00,60.4,14.1,1,0,0,None,211,55,26.1,18.3,1,2.9,55807.31
ORD-013082,DTDC,Ground,HUB-East-03,STORE-Surat-001,Three-Wheeler,77.0,Economy,2023-06-20 17:02:45,2023-06-20 17:00:52,2023-06-20 20:51:15,2023-06-20 23:11:58,-1.9,142.6,0,1,0,None,61,13,21.3,11.8,0,,1487.72
ORD-013083,FedEx-IN,Air,HUB-East-03,STORE-Hyderabad-001,Van,131.6,Same-Day,2023-04-26 00:55:23,2023-04-26 01:30:53,2023-04-26 03:49:16,2023-04-26 04:40:58,35.5,16.2,1,1,0,None,422,232,55.0,6.0,0,,2937.37
ORD-013084,FedEx-IN,Air,HUB-South-02,STORE-Chennai-001,Three-Wheeler,669.0,Standard,2024-10-06 01:04:30,2024-10-06 00:59:46,2024-10-07 03:10:22,2024-10-07 03:10:31,-4.7,4.9,0,0,0,None,369,10,2.7,1.3,0,,20984.97
ORD-013085,DHL-IN,Air,HUB-East-03,STORE-Chennai-001,Bike,205.1,Express,2023-11-26 04:44:06,2023-11-26 05:18:13,2023-11-26 13:42:48,2023-11-26 15:16:32,34.1,59.6,1,1,0,None,210,13,6.2,52.3,1,7.5,4960.05
ORD-013086,Shadowfax,Bike,HUB-West-04,STORE-Chennai-001,Bike,69.3,Economy,2023-09-05 13:08:34,2023-09-05 13:04:09,2023-09-05 16:50:11,2023-09-05 16:37:50,-4.4,-7.9,0,0,0,None,472,305,64.6,37.6,0,,1707.71
ORD-013087,Shadowfax,Bike,HUB-Central-05,STORE-Jaipur-001,Mini-Truck,226.4,Standard,2024-05-03 02:24:21,2024-05-03 02:20:06,2024-05-03 07:54:20,2024-05-03 08:32:56,-4.2,42.8,0,1,0,None,416,351,84.4,40.5,0,,4518.23
ORD-013088,Ekart,Ground,HUB-East-03,STORE-Indore-001,Three-Wheeler,965.2,Express,2023-09-02 06:50:14,2023-09-02 12:39:33,2023-09-03 17:27:17,2023-09-04 00:28:03,349.3,71.5,1,1,1,Crushed,362,208,57.5,39.1,0,,30084.22
ORD-013089,XpressBees,Ground,HUB-North-01,STORE-Hyderabad-001,Truck,1055.2,Express,2024-06-22 22:43:14,2024-06-22 22:49:12,2024-06-24 02:24:04,2024-06-24 09:28:16,6.0,418.2,0,1,0,None,400,332,83.0,0.9,1,2.4,33121.86
ORD-013090,Ekart,Ground,HUB-North-01,STORE-Bangalore-001,Truck,594.6,Standard,2023-12-14 12:48:22,2023-12-14 12:48:53,2023-12-15 03:59:26,2023-12-15 03:42:45,0.5,-17.2,0,0,0,None,476,55,11.6,7.1,0,,13662.7
ORD-013091,Shadowfax,Bike,HUB-South-02,STORE-Ahmedabad-001,Mini-Truck,394.2,Express,2023-04-01 08:11:29,2023-04-01 08:08:05,2023-04-01 17:27:00,2023-04-01 17:27:22,-3.4,3.7,0,0,0,None,217,161,74.2,24.5,0,,5283.69
ORD-013092,XpressBees,Ground,HUB-Central-05,STORE-Pune-001,Three-Wheeler,1765.2,Express,2023-11-10 14:46:01,2023-11-10 16:54:22,2023-11-13 16:03:08,2023-11-13 18:35:04,128.4,23.6,1,1,0,None,68,24,35.3,0.5,0,,55401.48
ORD-013093,FedEx-IN,Air,HUB-South-02,STORE-Jaipur-001,Truck,826.2,Standard,2024-07-10 16:40:51,2024-07-10 16:46:17,2024-07-11 12:13:05,2024-07-11 12:13:12,5.4,-5.3,0,0,0,None,379,57,15.0,12.7,0,,10967.92
ORD-013094,BlueDart,Air,HUB-East-03,STORE-Ahmedabad-001,Three-Wheeler,,Economy,2024-07-30 08:30:01,2024-07-30 08:17:50,2024-08-01 15:46:02,2024-08-01 16:12:09,-12.2,38.3,0,1,0,None,72,14,19.4,36.2,0,,33090.2
ORD-013095,Delhivery,Ground,HUB-North-01,STORE-Jaipur-001,Van,1208.8,Express,2023-11-01 11:18:14,2023-11-01 12:00:36,2023-11-02 12:05:30,2023-11-02 13:08:52,42.4,21.0,1,1,0,None,422,270,64.0,23.2,0,,24986.98
ORD-013096,Ekart,Ground,HUB-Central-05,STORE-Delhi-002,Truck,663.1,Standard,2024-09-29 13:48:49,2024-09-29 13:42:33,2024-09-30 04:56:27,2024-09-30 05:01:30,-6.3,11.3,0,0,0,None,107,98,91.6,38.9,0,,13834.54
ORD-013097,Shadowfax,Bike,HUB-East-03,STORE-Nagpur-001,Three-Wheeler,1120.5,Standard,2023-02-18 05:52:18,2023-02-18 06:06:44,2023-02-20 06:54:43,2023-02-20 07:53:56,14.4,44.8,0,1,0,None,428,50,11.7,21.3,1,6.1,25070.6
