Order_ID,Order_Value_INR,Priority,Product_Category,Customer_Segment,SKU_Count
ORD-005675,69.87,Medium,Furniture,B2C,10
ORD-005676,129.93,Medium,Auto Parts,B2C,7
ORD-005677,121.97,Medium,FMCG,B2B,3
ORD-005678,216.35,Medium,Apparel,B2B,2
ORD-005679,221.42,Low,Books,B2B,2
ORD-005680,130.34,High,Pharma,B2C,13
ORD-005681,999.75,Low,Grocery,D2C,3
ORD-005682,240.21,Low,Grocery,B2C,12
ORD-005683,341.51,High,Pharma,B2C,10
ORD-005684,669.47,High,Grocery,D2C,11
ORD-005685,605.27,Medium,Apparel,B2B,9
ORD-005686,194.23,Medium,Auto Parts,B2C,14
ORD-005687,41.65,Medium,Furniture,B2C,8
ORD-005688,217.16,Medium,Pharma,B2B,1
ORD-005689,294.19,Medium,Apparel,B2C,9
ORD-005690,368.89,Medium,FMCG,B2C,11
ORD-005691,130.46,High,Pharma,B2C,12
ORD-005692,726.66,Low,Electronics,B2C,13
ORD-005693,198.48,Medium,Pharma,B2C,13
ORD-005694,312.67,Low,Apparel,B2C,7
ORD-005695,99.8,High,Auto Parts,B2B,3
ORD-005696,171.77,Medium,Books,D2C,9
ORD-005697,399.73,Medium,Electronics,B2C,3
ORD-005698,377.52,Medium,FMCG,B2B,12
ORD-005699,923.84,Medium,Grocery,B2B,11
ORD-005700,187.32,Medium,Auto Parts,B2B,13
ORD-005701,,Low,Electronics,D2C,1
ORD-005702,328.38,Low,Apparel,B2C,3
ORD-005703,47.6,Low,Auto Parts,B2C,13
ORD-005704,264.46,Low,Electronics,D2C,8
ORD-005705,634.4,Medium,FMCG,B2B,12
ORD-005706,170.9,Low,Grocery,B2B,7
ORD-005707,892.23,Medium,Pharma,B2B,4
ORD-005708,320.35,Low,Pharma,B2C,8
ORD-005709,440.55,Medium,Electronics,D2C,8
ORD-005710,277.87,Medium,Grocery,B2C,10
ORD-005711,242.12,Medium,Grocery,B2C,4
ORD-005712,179.0,Medium,Books,B2C,13
ORD-005713,231.57,Medium,Grocery,B2B,10
ORD-005714,693.72,Low,Furniture,D2C,13
ORD-005715,112.72,Medium,Furniture,B2C,5
ORD-005716,117.22,High,Pharma,B2C,14
ORD-005717,132.88,Low,Grocery,B2B,10
ORD-005718,721.65,Medium,Auto Parts,B2C,5
ORD-005719,395.01,Medium,Auto Parts,B2C,7
ORD-005720,601.09,Medium,Apparel,B2C,4
ORD-005721,467.18,High,Books,B2C,13
ORD-005722,137.92,High,Books,B2B,4
ORD-005723,1242.81,Low,Grocery,B2C,10
ORD-005724,370.73,Medium,Books,B2B,11
ORD-005725,577.59,Medium,Grocery,D2C,12
ORD-005726,126.05,Medium,FMCG,B2C,6
ORD-005727,130.84,Low,FMCG,B2C,12
ORD-005728,133.09,Medium,Books,B2B,2
ORD-005729,286.58,Medium,Pharma,B2C,14
ORD-005730,113.83,Low,Grocery,B2C,6
ORD-005731,119.93,Medium,Pharma,B2B,8
ORD-005732,222.17,Medium,FMCG,B2C,4
ORD-005733,704.6,Low,FMCG,B2C,2
ORD-005734,260.11,Low,Grocery,B2C,12
ORD-005735,78.56,High,Auto Parts,B2C,4
ORD-005736,14.81,Medium,FMCG,D2C,13
ORD-005737,90.92,Medium,Pharma,B2C,11
ORD-005738,,Medium,Grocery,B2B,8
ORD-005739,950.71,High,Pharma,D2C,14
ORD-005740,166.4,Medium,FMCG,D2C,2
ORD-005741,254.53,High,Grocery,D2C,2
ORD-005742,2103.45,Low,FMCG,D2C,4
ORD-005743,1321.8,Medium,Apparel,B2B,1
ORD-005744,159.52,Medium,Grocery,B2C,6
ORD-005745,53.08,Low,Electronics,D2C,10
ORD-005746,263.42,Medium,Grocery,B2C,4
ORD-005747,348.18,Medium,Pharma,D2C,1
ORD-005748,260.28,Medium,FMCG,B2B,3
ORD-005749,307.81,Medium,FMCG,D2C,8
ORD-005750,266.57,Medium,Grocery,B2C,13
ORD-005751,19.86,Medium,Auto Parts,B2B,3
ORD-005752,300.29,Low,Grocery,B2C,11
ORD-005753,102.7,Low,Electronics,B2C,4
ORD-005754,124.67,Medium,Apparel,B2B,5
ORD-005755,454.12,Medium,Furniture,B2B,6
ORD-005756,379.41,Medium,Auto Parts,D2C,2
ORD-005757,361.93,Medium,Electronics,B2C,8
ORD-005758,150.14,Medium,Auto Parts,B2C,9
ORD-005759,179.51,Low,Apparel,D2C,1
ORD-005760,197.19,Medium,Pharma,B2B,4
ORD-005761,165.75,Medium,Auto Parts,B2C,5
ORD-005762,269.6,Medium,Grocery,B2C,13
ORD-005763,235.97,Medium,Grocery,B2C,8
ORD-005764,107.59,High,Books,B2B,1
ORD-005765,241.68,High,Grocery,B2C,6
ORD-005766,349.68,Medium,Auto Parts,B2C,2
ORD-005767,209.72,Medium,Books,B2B,11
ORD-005768,532.91,Medium,FMCG,B2C,13
ORD-005769,1280.86,Low,FMCG,B2C,10
ORD-005770,513.47,Medium,Electronics,B2B,13
ORD-005771,121.95,High,Electronics,D2C,8
ORD-005772,88.32,High,FMCG,B2B,12
ORD-005773,139.16,Low,Electronics,B2B,6
ORD-005774,98.38,Medium,Auto Parts,B2B,10
ORD-005775,276.67,Low,Books,D2C,5
ORD-005776,175.62,Low,Books,B2C,4
ORD-005777,155.48,High,Pharma,B2B,12
ORD-005778,260.43,Medium,Books,B2C,1
ORD-005779,238.69,Medium,Auto Parts,B2C,7
ORD-005780,227.98,Low,Grocery,B2B,12
ORD-005781,455.56,Medium,Books,B2C,4
ORD-005782,531.66,Low,Auto Parts,B2B,11
ORD-005783,358.49,Low,Books,B2B,6
ORD-005784,381.29,Medium,Apparel,B2C,11
ORD-005785,311.59,Medium,Electronics,B2C,3
ORD-005786,251.11,Medium,Furniture,B2C,9
ORD-005787,238.0,Medium,Apparel,B2C,11
ORD-005788,313.43,High,Apparel,B2B,10
ORD-005789,227.05,Medium,FMCG,B2C,10
ORD-005790,85.74,Low,Grocery,B2C,1
ORD-005791,68.92,High,Furniture,B2C,4
ORD-005792,430.99,Medium,Pharma,B2B,10
ORD-005793,211.79,High,Apparel,B2C,11
ORD-005794,419.88,Low,FMCG,D2C,2
ORD-005795,186.38,Medium,Books,B2C,13
ORD-005796,1209.06,Medium,Apparel,B2B,4
ORD-005797,408.57,High,Furniture,B2C,8
ORD-005798,314.11,Low,Books,D2C,1
ORD-005799,97.29,High,FMCG,B2B,6
ORD-005800,1032.87,Medium,Auto Parts,B2C,7
ORD-005801,94.97,Medium,Grocery,D2C,10
ORD-005802,500.71,Medium,Auto Parts,B2C,6
ORD-005803,197.23,Medium,Electronics,B2C,5
ORD-005804,825.82,Medium,Electronics,B2C,14
ORD-005805,106.92,High,Apparel,D2C,4
ORD-005806,112.7,High,FMCG,B2C,10
ORD-005807,260.26,Medium,Books,B2C,5
ORD-005808,272.77,High,Pharma,B2C,10
ORD-005809,757.58,Low,Books,B2C,10
ORD-005810,936.46,Medium,Apparel,B2C,5
ORD-005811,399.55,High,Grocery,B2C,5
ORD-005812,243.98,Low,Pharma,B2C,2
ORD-005813,190.53,Medium,Auto Parts,B2B,14
ORD-005814,194.2,Medium,Auto Parts,B2C,7
ORD-005815,242.68,Medium,Furniture,B2C,14
ORD-005816,32.78,High,Apparel,B2C,13
ORD-005817,230.63,Medium,Grocery,B2B,10
ORD-005818,704.69,High,Furniture,B2B,13
ORD-005819,252.86,Medium,Auto Parts,B2C,6
ORD-005820,54.62,High,Grocery,D2C,1
ORD-005821,750.48,Medium,Apparel,B2C,5
ORD-005822,965.18,Medium,Electronics,B2C,5
ORD-005823,118.37,Medium,Books,B2C,3
ORD-005824,435.56,High,Books,D2C,11
ORD-005825,1359.96,Medium,Auto Parts,D2C,5
ORD-005826,131.36,Low,Books,B2C,11
ORD-005827,241.35,Medium,Electronics,B2B,14
ORD-005828,508.12,Low,Books,D2C,12
ORD-005829,355.93,Medium,Electronics,B2B,5
ORD-005830,371.89,Medium,Furniture,B2B,12
ORD-005831,138.27,Low,FMCG,B2C,7
ORD-005832,98.26,Low,FMCG,B2C,1
ORD-005833,405.92,Medium,Furniture,B2C,13
ORD-005834,154.31,Medium,Pharma,B2C,2
ORD-005835,339.63,Low,Apparel,B2B,9
ORD-005836,388.35,Medium,Pharma,B2B,11
ORD-005837,282.42,Low,Apparel,B2C,4
ORD-005838,90.29,Low,Auto Parts,B2C,3
ORD-005839,88.29,Low,Furniture,B2B,8
ORD-005840,178.27,Medium,Apparel,B2B,5
ORD-005841,194.46,High,Books,B2C,8
ORD-005842,253.99,High,Apparel,B2C,5
ORD-005843,102.36,Low,Pharma,D2C,8
ORD-005844,75.88,Medium,Auto Parts,B2C,6
ORD-005845,859.32,Medium,Auto Parts,B2B,4
ORD-005846,986.17,High,Books,B2C,2
ORD-005847,220.55,Medium,FMCG,B2B,5
ORD-005848,48.8,Low,Books,B2C,10
ORD-005849,340.29,Medium,Apparel,B2C,4
ORD-005850,666.96,High,Auto Parts,B2B,3
ORD-005851,586.8,Medium,Pharma,B2C,7
ORD-005852,448.34,Medium,Auto Parts,B2C,14
ORD-005853,314.07,Low,Apparel,D2C,11
ORD-005854,335.36,Medium,Furniture,B2B,3
ORD-005855,348.3,High,Pharma,B2B,1
ORD-005856,593.63,Low,Furniture,B2C,13
ORD-005857,428.61,Medium,Books,B2B,8
ORD-005858,136.56,Medium,Electronics,B2C,14
ORD-005859,271.72,Medium,Electronics,B2C,4
ORD-005860,126.24,Low,Grocery,B2B,14
ORD-005861,316.76,Medium,Furniture,B2C,4
ORD-005862,307.85,High,Apparel,B2C,12
ORD-005863,466.51,Low,Pharma,B2B,11
ORD-005864,232.76,Medium,Electronics,D2C,2
ORD-005865,1002.69,Medium,Pharma,B2C,4
ORD-005866,886.97,Medium,Furniture,B2C,7
ORD-005867,159.33,Medium,Grocery,B2C,1
ORD-005868,186.35,Medium,Apparel,D2C,7
ORD-005869,250.28,Medium,Furniture,B2C,1
ORD-005870,181.38,High,Electronics,B2C,13
ORD-005871,194.25,Medium,Electronics,D2C,13
ORD-005872,704.51,Low,Grocery,B2B,7
ORD-005873,94.98,Low,Auto Parts,B2B,7
ORD-005874,321.99,Medium,Apparel,B2C,9
ORD-005875,244.9,Medium,Apparel,B2B,1
ORD-005876,282.14,Low,Auto Parts,B2C,2
ORD-005877,297.25,High,Grocery,B2C,13
ORD-005878,145.23,Medium,FMCG,D2C,11
ORD-005879,195.68,Low,Apparel,B2C,12
ORD-005880,233.46,Low,Auto Parts,B2B,9
ORD-005881,806.01,Medium,Auto Parts,B2C,12
ORD-005882,248.76,Medium,Grocery,B2C,5
ORD-005883,220.29,High,Books,B2C,12
ORD-005884,217.26,Medium,Electronics,B2B,7
ORD-005885,199.95,High,Electronics,B2B,11
ORD-005886,499.71,Low,Electronics,B2C,8
ORD-005887,80.37,Medium,Books,B2C,12
ORD-005888,317.19,High,Furniture,B2C,13
ORD-005889,340.71,Medium,Pharma,B2C,6
ORD-005890,684.95,High,Furniture,B2C,4
ORD-005891,1194.55,Medium,Apparel,B2C,8
ORD-005892,185.77,Medium,Grocery,B2C,11
ORD-005893,397.92,High,Grocery,B2C,2
ORD-005894,162.57,Medium,FMCG,D2C,4
ORD-005895,88.51,Medium,Books,B2C,2
ORD-005896,566.89,Low,Furniture,B2C,9
ORD-005897,348.86,Medium,Auto Parts,D2C,11
ORD-005898,120.22,Medium,Apparel,B2C,10
ORD-005899,43.54,Medium,Auto Parts,B2B,4
ORD-005900,109.33,Medium,Electronics,B2B,13
ORD-005901,96.66,Low,Furniture,B2B,8
ORD-005902,339.43,Medium,Auto Parts,B2C,2
ORD-005903,186.3,Medium,Furniture,B2B,3
ORD-005904,122.06,Low,Grocery,B2B,2
ORD-005905,75.61,High,Books,B2B,7
ORD-005906,111.36,Medium,Pharma,B2B,11
ORD-005907,122.29,Medium,Electronics,B2B,3
ORD-005908,515.73,Low,Apparel,B2C,4
ORD-005909,837.55,Medium,Books,D2C,14
ORD-005910,375.31,Medium,Auto Parts,B2C,6
ORD-005911,360.06,High,Furniture,B2C,9
ORD-005912,51.67,Low,Pharma,B2B,13
ORD-005913,1298.83,Medium,Pharma,B2C,6
ORD-005914,132.46,Medium,Furniture,B2C,8
ORD-005915,326.36,Medium,Furniture,B2B,11
ORD-005916,386.92,Medium,Furniture,B2B,7
ORD-005917,290.97,Medium,Grocery,B2B,14
ORD-005918,166.02,Medium,FMCG,B2B,11
ORD-005919,215.11,Low,Electronics,D2C,12
ORD-005920,949.63,Medium,Furniture,D2C,3
ORD-005921,759.07,Medium,Furniture,D2C,7
ORD-005922,397.29,Medium,Grocery,B2C,2
ORD-005923,322.51,Medium,Auto Parts,B2C,2
ORD-005924,148.45,High,Pharma,B2C,12
ORD-005925,590.34,High,Grocery,B2B,4
ORD-005926,221.59,Low,Furniture,D2C,1
ORD-005927,205.74,Medium,Pharma,B2C,1
ORD-005928,108.24,High,Furniture,B2C,7
ORD-005929,,Low,Books,B2C,1
ORD-005930,61.27,Medium,Books,D2C,11
ORD-005931,580.3,High,Auto Parts,B2B,8
ORD-005932,1559.54,High,Auto Parts,B2C,13
ORD-005933,324.62,High,Auto Parts,B2B,10
ORD-005934,362.72,Medium,Books,D2C,8
ORD-005935,224.53,Medium,Electronics,B2C,10
ORD-005936,370.6,High,Auto Parts,D2C,14
ORD-005937,160.23,High,Books,B2B,3
ORD-005938,172.41,Medium,Books,B2B,13
ORD-005939,1395.13,Low,Furniture,B2C,14
ORD-005940,142.24,Low,Apparel,B2C,13
ORD-005941,475.66,Medium,Books,B2C,5
ORD-005942,88.86,High,Electronics,B2B,13
ORD-005943,702.96,Medium,Apparel,B2C,6
ORD-005944,207.58,High,Furniture,B2C,11
ORD-005945,420.35,Medium,FMCG,B2C,4
ORD-005946,609.47,Medium,FMCG,B2C,14
ORD-005947,710.87,High,FMCG,B2C,2
ORD-005948,549.04,Medium,Electronics,B2C,9
ORD-005949,166.04,Low,FMCG,B2C,2
ORD-005950,221.96,Low,Auto Parts,B2C,8
ORD-005951,76.07,Low,Electronics,B2C,8
ORD-005952,176.07,Low,Auto Parts,B2B,11
ORD-005953,126.56,Medium,Grocery,D2C,1
ORD-005954,239.76,Medium,Grocery,B2B,6
ORD-005955,672.98,Low,Pharma,D2C,3
ORD-005956,146.89,High,Pharma,B2B,9
ORD-005957,118.54,Medium,Auto Parts,B2C,3
ORD-005958,204.55,Medium,Books,B2C,12
ORD-005959,141.69,Low,Furniture,B2C,1
ORD-005960,323.76,Medium,Books,B2C,6
ORD-005961,248.8,High,Apparel,B2C,9
ORD-005962,698.74,High,Books,B2C,7
ORD-005963,490.82,Medium,Auto Parts,B2C,2
ORD-005964,185.04,Medium,Electronics,B2B,14
ORD-005965,79.94,High,FMCG,B2C,10
ORD-005966,917.89,Medium,Electronics,B2B,9
ORD-005967,89.55,Low,Books,B2C,10
ORD-005968,76.02,Medium,Pharma,B2B,10
ORD-005969,381.66,High,Electronics,B2B,14
ORD-005970,2012.65,High,Furniture,B2C,3
ORD-005971,389.47,Low,Pharma,B2C,13
ORD-005972,166.12,Low,Auto Parts,B2B,10
ORD-005973,116.74,Low,Grocery,B2B,13
ORD-005974,678.6,Medium,Apparel,B2C,14
ORD-005975,91.59,High,Auto Parts,B2B,4
ORD-005976,217.54,High,Grocery,B2C,10
ORD-005977,543.58,Low,Auto Parts,B2C,2
ORD-005978,74.39,Medium,Auto Parts,B2C,2
ORD-005979,205.25,Low,FMCG,B2C,4
ORD-005980,148.25,Medium,Grocery,B2C,13
ORD-005981,127.88,High,FMCG,D2C,3
ORD-005982,178.48,Medium,Grocery,B2C,5
ORD-005983,136.64,High,Electronics,B2B,1
ORD-005984,288.43,Medium,FMCG,B2C,11
ORD-005985,121.02,Low,Books,D2C,11
ORD-005986,898.64,Medium,Grocery,B2C,3
ORD-005987,82.25,Low,Grocery,B2B,9
ORD-005988,386.33,Medium,Electronics,B2C,6
ORD-005989,583.51,Low,Auto Parts,B2B,4
ORD-005990,862.71,Medium,Books,B2C,9
ORD-005991,685.73,Low,Furniture,B2C,9
ORD-005992,63.4,Low,Books,B2C,1
ORD-005993,488.82,Medium,Books,B2C,11
ORD-005994,124.29,Low,Grocery,B2B,6
ORD-005995,103.05,High,Auto Parts,B2C,10
ORD-005996,195.1,Medium,Furniture,B2C,6
ORD-005997,48.45,Medium,FMCG,B2C,8
ORD-005998,570.68,Low,Auto Parts,B2B,2
ORD-005999,254.09,Medium,Auto Parts,B2B,12
ORD-006000,141.39,Medium,Grocery,B2B,3
ORD-006001,660.13,Low,FMCG,B2C,12
ORD-006002,48.98,Low,Electronics,B2B,9
ORD-006003,501.42,Medium,Electronics,B2B,6
ORD-006004,183.76,Low,Furniture,B2C,6
ORD-006005,559.19,Low,Books,B2C,1
ORD-006006,540.55,Medium,Electronics,B2B,12
ORD-006007,1532.62,Low,FMCG,B2C,1
ORD-006008,43.63,Medium,Electronics,B2B,1
ORD-006009,90.62,High,Electronics,B2B,8
ORD-006010,938.31,Medium,Auto Parts,B2B,3
ORD-006011,1287.61,Low,Pharma,B2B,5
ORD-006012,69.19,Low,Electronics,B2C,4
ORD-006013,626.26,Low,Apparel,B2C,8
ORD-006014,509.44,Low,Electronics,D2C,11
ORD-006015,307.74,High,Books,D2C,10
ORD-006016,893.0,Medium,Apparel,B2C,4
ORD-006017,746.78,Medium,Grocery,B2B,8
ORD-006018,419.74,High,Apparel,B2C,6
ORD-006019,242.57,Medium,Electronics,B2C,14
ORD-006020,387.96,Low,Grocery,B2C,9
ORD-006021,265.62,Low,Electronics,B2C,10
ORD-006022,177.63,Medium,Books,B2C,5
ORD-006023,423.31,Medium,Pharma,B2B,10
ORD-006024,319.13,Medium,Books,B2C,13
ORD-006025,397.27,Medium,Books,B2C,8
ORD-006026,640.39,Medium,Grocery,B2C,6
ORD-006027,47.57,High,Auto Parts,B2B,10
ORD-006028,72.07,Medium,Auto Parts,B2C,1
ORD-006029,174.93,High,Furniture,B2C,8
ORD-006030,896.87,High,Electronics,D2C,2
ORD-006031,168.56,Medium,Books,B2C,12
ORD-006032,214.55,High,FMCG,B2C,14
ORD-006033,139.99,High,Furniture,B2C,9
ORD-006034,402.5,Medium,FMCG,B2B,12
ORD-006035,205.9,Low,FMCG,B2C,13
ORD-006036,190.55,High,Pharma,D2C,13
ORD-006037,123.17,Low,Auto Parts,B2C,8
ORD-006038,148.2,High,Books,B2C,5
ORD-006039,428.27,High,Electronics,B2C,13
ORD-006040,623.19,Medium,Electronics,B2C,9
ORD-006041,1039.27,Medium,Pharma,B2C,2
ORD-006042,516.46,Low,Apparel,B2C,9
ORD-006043,509.74,Medium,Furniture,B2B,5
ORD-006044,532.29,Medium,Auto Parts,D2C,12
ORD-006045,179.04,High,FMCG,B2C,10
ORD-006046,857.77,Low,Apparel,B2C,12
ORD-006047,180.96,Medium,Auto Parts,B2B,2
ORD-006048,66.32,Medium,Furniture,B2C,12
ORD-006049,868.17,Low,Books,B2C,2
ORD-006050,374.9,Medium,Apparel,B2B,10
ORD-006051,301.13,Medium,Auto Parts,B2B,11
ORD-006052,523.38,Medium,Pharma,B2C,3
ORD-006053,549.55,Medium,Auto Parts,B2C,7
ORD-006054,1710.46,Medium,Books,B2C,11
ORD-006055,429.55,Medium,FMCG,D2C,9
ORD-006056,100.79,Medium,Pharma,B2B,8
ORD-006057,235.82,Medium,Grocery,B2C,14
ORD-006058,231.7,High,Books,B2C,6
ORD-006059,749.62,High,Furniture,B2B,14
ORD-006060,1488.31,Medium,Furniture,B2C,8
ORD-006061,132.03,Medium,Furniture,B2C,1
ORD-006062,154.39,Medium,FMCG,B2C,10
ORD-006063,175.87,Medium,FMCG,D2C,8
ORD-006064,60.6,Low,Pharma,B2C,1
ORD-006065,665.39,Medium,Apparel,D2C,10
ORD-006066,211.64,Medium,Furniture,B2C,9
ORD-006067,253.44,Medium,Books,B2C,13
ORD-006068,210.13,Medium,Furniture,B2C,10
ORD-006069,479.49,Medium,Apparel,B2B,13
ORD-006070,65.07,Medium,Books,B2C,9
ORD-006071,100.89,Medium,Apparel,B2B,7
ORD-006072,179.13,Medium,Furniture,B2C,14
ORD-006073,375.82,Medium,Grocery,B2C,2
ORD-006074,1600.29,Low,Books,B2B,5
ORD-006075,280.56,Medium,Apparel,B2C,6
ORD-006076,952.31,Medium,Pharma,B2C,2
ORD-006077,65.73,Medium,Books,B2B,12
ORD-006078,243.97,Medium,Pharma,B2C,14
ORD-006079,216.3,Medium,Auto Parts,B2B,2
ORD-006080,87.01,Medium,Apparel,D2C,1
ORD-006081,56.14,Medium,Books,B2B,12
ORD-006082,160.23,Low,Electronics,B2B,2
ORD-006083,96.0,Low,Books,B2C,9
ORD-006084,594.88,Low,Pharma,B2B,6
ORD-006085,182.38,Medium,Electronics,B2C,8
ORD-006086,77.44,Low,Electronics,B2C,8
ORD-006087,150.8,Medium,Apparel,D2C,1
ORD-006088,685.5,High,Pharma,B2B,9
ORD-006089,365.56,Medium,Grocery,B2C,4
ORD-006090,218.16,Medium,FMCG,B2B,7
ORD-006091,149.06,Medium,Auto Parts,B2C,8
ORD-006092,397.54,High,Furniture,B2C,13
ORD-006093,249.34,High,Electronics,B2B,2
ORD-006094,122.69,Medium,Electronics,B2C,12
ORD-006095,59.98,Medium,Furniture,B2C,12
ORD-006096,294.99,High,Electronics,B2B,3
ORD-006097,172.59,Medium,Books,B2B,13
ORD-006098,511.74,Medium,FMCG,B2C,13
ORD-006099,658.62,High,Furniture,B2C,13
ORD-006100,75.12,Medium,FMCG,B2B,12
ORD-006101,650.71,Medium,Auto Parts,B2C,13
ORD-006102,212.7,Medium,Grocery,B2C,14
ORD-006103,348.92,Medium,Apparel,B2C,12
ORD-006104,57.61,Medium,Furniture,B2C,12
ORD-006105,455.87,Low,Auto Parts,D2C,6
ORD-006106,80.21,Medium,Electronics,B2B,7
ORD-006107,258.16,Medium,Electronics,B2C,4
ORD-006108,195.65,Low,FMCG,B2C,4
ORD-006109,449.67,Medium,FMCG,B2B,12
ORD-006110,220.88,Medium,Grocery,D2C,10
ORD-006111,139.06,Medium,FMCG,B2B,4
ORD-006112,396.62,Medium,Furniture,B2C,8
ORD-006113,378.61,Medium,Apparel,B2C,1
ORD-006114,226.25,Low,Electronics,D2C,14
ORD-006115,331.18,Medium,FMCG,B2B,6
ORD-006116,38.2,Medium,FMCG,D2C,5
ORD-006117,283.31,High,FMCG,B2C,9
ORD-006118,484.93,Medium,Furniture,B2C,1
ORD-006119,477.38,High,Pharma,B2C,1
ORD-006120,402.55,High,Auto Parts,B2C,8
ORD-006121,157.49,Medium,Auto Parts,D2C,1
ORD-006122,712.11,Medium,Apparel,D2C,1
ORD-006123,265.54,Medium,Auto Parts,B2C,8
ORD-006124,320.53,High,Auto Parts,D2C,11
ORD-006125,447.8,Medium,FMCG,B2B,12
ORD-006126,227.18,Low,Furniture,B2C,6
ORD-006127,1509.83,Medium,FMCG,B2C,2
ORD-006128,124.31,Medium,Books,D2C,10
ORD-006129,293.95,Medium,FMCG,B2C,6
ORD-006130,309.18,Medium,Books,B2C,13
ORD-006131,804.29,High,Pharma,B2B,8
ORD-006132,92.28,Medium,Pharma,B2C,12
ORD-006133,675.9,High,Furniture,B2B,6
ORD-006134,,High,Books,B2B,2
ORD-006135,207.9,High,Electronics,B2C,13
ORD-006136,658.99,Low,Auto Parts,B2C,10
ORD-006137,195.44,Medium,Grocery,B2C,13
ORD-006138,211.07,Medium,Auto Parts,B2C,14
ORD-006139,1078.62,Low,Apparel,B2C,12
ORD-006140,158.27,Low,Electronics,D2C,14
ORD-006141,281.86,Medium,FMCG,D2C,5
ORD-006142,1136.4,Medium,Apparel,B2C,11
ORD-006143,131.4,Medium,Auto Parts,B2C,12
ORD-006144,100.29,Medium,Auto Parts,D2C,9
ORD-006145,167.76,Low,Apparel,B2C,1
ORD-006146,123.83,Low,Apparel,B2C,8
ORD-006147,143.01,High,Auto Parts,B2C,1
ORD-006148,327.51,High,Pharma,B2C,7
ORD-006149,242.66,Medium,Books,B2C,7
ORD-006150,186.85,Medium,FMCG,B2C,3
ORD-006151,,High,Pharma,B2B,13
ORD-006152,387.01,Medium,FMCG,B2B,10
ORD-006153,47.79,High,Furniture,B2B,14
ORD-006154,160.4,Medium,Furniture,B2C,6
ORD-006155,379.86,High,Books,D2C,13
ORD-006156,57.22,Medium,Grocery,B2C,3
ORD-006157,132.9,Medium,Furniture,D2C,4
ORD-006158,192.13,High,Grocery,B2C,8
ORD-006159,1022.86,Medium,Electronics,B2C,12
ORD-006160,204.81,Medium,Furniture,B2C,13
ORD-006161,188.48,Medium,FMCG,B2B,2
ORD-006162,158.33,High,Auto Parts,B2C,1
ORD-006163,956.02,Medium,Apparel,B2B,12
ORD-006164,70.49,Medium,Grocery,D2C,1
ORD-006165,36.09,Medium,Furniture,B2B,13
ORD-006166,488.21,Low,Apparel,B2C,6
ORD-006167,97.87,Medium,Pharma,B2C,14
ORD-006168,,Medium,Books,D2C,10
ORD-006169,650.24,Low,Apparel,B2C,11
ORD-006170,184.4,Low,Apparel,B2B,1
ORD-006171,312.76,Low,Books,B2C,1
ORD-006172,241.09,Medium,Auto Parts,B2C,13
ORD-006173,282.63,Medium,Books,B2B,8
ORD-006174,861.62,Medium,Pharma,D2C,10
ORD-006175,377.35,High,Electronics,B2C,2
ORD-006176,132.27,High,Grocery,B2B,6
ORD-006177,42.18,Medium,Electronics,B2C,3
ORD-006178,39.88,Medium,Grocery,B2C,2
ORD-006179,311.58,Medium,Pharma,B2C,9
ORD-006180,1104.34,High,Pharma,B2C,4
ORD-006181,103.68,Low,Auto Parts,B2C,6
ORD-006182,413.71,Medium,Furniture,B2B,12
ORD-006183,125.21,Low,FMCG,B2B,3
ORD-006184,832.14,Low,Electronics,B2C,4
ORD-006185,330.78,Medium,Apparel,B2C,7
ORD-006186,693.62,Low,Electronics,B2C,3
ORD-006187,70.95,Medium,Grocery,B2C,2
ORD-006188,149.6,High,Pharma,B2C,13
ORD-006189,381.93,Medium,Grocery,B2C,2
ORD-006190,247.97,Low,Furniture,B2B,9
ORD-006191,264.83,Medium,Grocery,D2C,9
ORD-006192,78.18,Medium,Furniture,B2C,3
ORD-006193,58.31,Low,Books,B2B,4
ORD-006194,176.1,Medium,Auto Parts,B2B,2
ORD-006195,140.66,Medium,Books,B2C,3
ORD-006196,713.27,High,Grocery,B2C,7
ORD-006197,74.79,Low,Furniture,B2C,3
ORD-006198,110.98,High,Books,B2C,13
ORD-006199,94.06,High,Apparel,B2C,10
ORD-006200,457.16,Medium,Auto Parts,B2C,13
ORD-006201,85.33,Low,Pharma,B2B,4
ORD-006202,66.05,Medium,Apparel,B2B,9
ORD-006203,45.0,Medium,Apparel,B2C,14
ORD-006204,819.99,Low,FMCG,B2C,9
ORD-006205,404.88,High,FMCG,B2C,2
ORD-006206,617.76,High,Books,B2C,12
ORD-006207,650.04,High,Furniture,B2C,1
ORD-006208,96.7,Medium,Apparel,B2B,7
ORD-006209,112.15,High,FMCG,B2C,14
ORD-006210,202.05,Low,Books,B2B,8
ORD-006211,259.17,Medium,Grocery,B2C,11
ORD-006212,381.41,Medium,Furniture,B2B,6
ORD-006213,551.85,Medium,Apparel,B2C,9
ORD-006214,414.52,High,Apparel,B2C,14
ORD-006215,151.99,Medium,Furniture,B2C,5
ORD-006216,220.08,Medium,Auto Parts,B2C,11
ORD-006217,169.59,Medium,Furniture,B2C,14
ORD-006218,201.23,Low,FMCG,B2B,9
ORD-006219,362.48,High,Books,B2B,1
ORD-006220,104.18,Medium,Furniture,B2C,8
ORD-006221,173.43,Low,Grocery,B2C,12
ORD-006222,348.05,Medium,FMCG,B2C,1
ORD-006223,171.27,Low,Apparel,B2C,2
ORD-006224,488.41,Medium,Grocery,B2B,10
