Order_ID,Carrier,Carrier_Type,City,Zone,Service_Level,Product_Category,Payment_Mode,Vehicle_Type,Distance_KM,Scheduled_Delivery_Start,Scheduled_Delivery_End,Attempt_1_Time,Attempt_2_Time,Attempt_3_Time,Total_Attempts,Delivered_Flag,OTD_Flag,Delivery_Delay_Min,FADR_Flag,Failed_Delivery_Flag,RTO_Flag,Fail_Reason,Avg_Service_Time_Min,Delivery_Density,Capacity_Utilization_Pct,LM_Cost_INR,TCO_INR,Damage_Claim_Flag,Order_Accurate_Flag,Accuracy_Issue,Customer_Rating
ORD-006518,BlueDart,Air,Hyderabad,Urban,Express,Books,Prepaid,Mini-Truck,31.3,2024-08-08 23:10:49,2024-08-09 05:10:49,2024-08-08 23:10:49,,,1,1,1,-360.0,1,0,0,None,11.0,26.0,60.8,233.8,604.72,0,1,None,5.0
ORD-006519,DTDC,Ground,Jaipur,Urban,Express,Pharma,Prepaid,Van,33.6,2023-09-08 10:32:11,2023-09-08 16:32:11,2023-09-08 10:32:11,,,1,0,0,,0,1,1,Refused delivery,1.9,54.4,53.2,950.77,3494.33,0,1,None,2.0
ORD-006520,BlueDart,Air,Vadodara,Semi-Urban,Standard,Pharma,Prepaid,Mini-Truck,24.6,2023-01-19 16:29:09,2023-01-19 22:29:09,2023-01-19 16:29:09,2023-01-19 18:35:36,2023-01-19 20:39:34,3,1,1,-109.6,0,0,0,None,6.3,37.6,81.8,151.41,552.77,0,1,None,5.0
ORD-006521,Shadowfax,Bike,Bangalore,Rural,Standard,Auto Parts,Prepaid,Bike,13.6,2023-07-21 23:47:25,2023-07-22 05:47:25,2023-07-21 23:47:25,,,2,1,1,-266.3,0,0,0,None,8.8,77.7,73.2,188.21,647.87,0,1,None,4.0
ORD-006522,FedEx-IN,Air,Surat,Urban,Standard,Pharma,Prepaid,Bike,33.3,2024-11-07 13:12:48,2024-11-07 19:12:48,2024-11-07 13:12:48,,,1,1,1,-360.0,1,0,0,None,4.1,63.2,87.5,512.72,1646.52,0,1,None,4.0
ORD-006523,DTDC,Ground,Hyderabad,Urban,Express,Electronics,Prepaid,Bike,33.7,2024-07-20 11:41:41,2024-07-20 17:41:41,2024-07-20 11:41:41,,,1,1,1,-360.0,1,0,0,None,7.4,80.9,47.5,250.93,646.46,0,1,None,5.0
ORD-006524,Shadowfax,Bike,Mumbai,Semi-Urban,Standard,FMCG,COD,Bike,27.4,2024-04-15 11:18:39,2024-04-15 13:18:39,2024-04-15 11:18:39,,,1,1,1,-120.0,1,0,0,None,11.6,8.8,97.4,442.33,1153.19,0,1,None,5.0
ORD-006525,XpressBees,Ground,Ahmedabad,Suburban,Express,Grocery,Prepaid,Bike,1.7,2023-05-02 21:22:35,2023-05-02 23:22:35,2023-05-02 21:22:35,,,1,1,1,-120.0,1,0,0,None,7.4,36.4,80.2,22.49,76.53,0,1,None,4.0
ORD-006526,DTDC,Ground,Surat,Urban,Standard,Pharma,Wallet,Van,,2024-08-13 03:47:29,2024-08-13 09:47:29,2024-08-13 03:47:29,2024-08-13 05:33:40,,2,1,1,-253.8,0,0,0,None,8.8,17.7,43.9,166.95,468.26,0,1,None,4.0
ORD-006527,DHL-IN,Air,Vadodara,Rural,Standard,Grocery,Prepaid,Bike,8.5,2024-02-26 18:12:13,2024-02-27 00:12:13,2024-02-26 18:12:13,2024-02-26 20:00:07,,2,0,0,,0,1,1,Refused delivery,3.1,9.8,74.5,145.8,481.44,0,1,None,1.0
ORD-006528,BlueDart,Air,Mumbai,Urban,Standard,Electronics,COD,Mini-Truck,12.2,2024-09-02 01:43:38,2024-09-02 05:43:38,2024-09-02 01:43:38,2024-09-02 03:33:49,,2,1,1,-129.8,0,0,0,None,8.9,63.0,70.5,62.73,204.06,0,1,None,5.0
ORD-006529,FedEx-IN,Air,Ahmedabad,Rural,Express,Furniture,Prepaid,Bike,11.3,2023-12-20 22:43:49,2023-12-21 04:43:49,2023-12-20 22:43:49,,,1,1,1,-360.0,1,0,0,None,7.2,106.7,46.6,182.07,522.62,0,1,None,4.0
ORD-006530,DHL-IN,Air,Kolkata,Urban,Express,Furniture,Credit,Bike,10.9,2023-02-16 22:17:04,2023-02-17 04:17:04,2023-02-16 22:17:04,2023-02-17 00:23:39,,2,1,1,-233.4,0,0,0,None,8.6,42.6,90.1,98.19,367.36,0,1,None,4.0
ORD-006531,Shadowfax,Bike,Pune,Urban,Same-Day,Pharma,Prepaid,Bike,14.9,2024-02-05 19:31:45,2024-02-05 23:31:45,2024-02-05 19:31:45,,,1,1,1,-240.0,1,0,0,None,7.7,57.2,42.5,165.77,595.77,0,1,None,5.0
ORD-006532,DHL-IN,Air,Surat,Rural,Express,Auto Parts,Prepaid,Van,13.4,2024-12-23 11:19:42,2024-12-23 15:19:42,2024-12-23 11:19:42,,,1,1,1,-240.0,1,0,0,None,7.2,94.0,58.8,222.29,784.39,0,1,None,4.0
ORD-006533,Delhivery,Ground,Hyderabad,Urban,Standard,FMCG,Prepaid,Bike,34.3,2023-01-21 03:20:14,2023-01-21 05:20:14,2023-01-21 03:20:14,2023-01-21 05:31:00,2023-01-21 09:15:43,3,1,0,235.5,0,0,0,None,12.3,79.0,41.5,459.2,1493.74,0,1,None,4.0
ORD-006534,Ekart,Ground,Ahmedabad,Urban,Standard,Apparel,COD,Bike,7.9,2023-04-03 16:43:53,2023-04-03 20:43:53,2023-04-03 16:43:53,2023-04-03 17:26:32,2023-04-03 20:34:46,3,1,1,-9.1,0,0,0,None,6.8,71.8,57.6,50.16,183.46,0,1,None,5.0
ORD-006535,XpressBees,Ground,Bhopal,Suburban,Economy,Books,COD,Bike,2.5,2023-10-19 04:49:43,2023-10-19 10:49:43,2023-10-19 04:49:43,,,1,1,1,-360.0,1,0,0,None,3.5,48.3,45.3,42.25,111.97,0,1,None,5.0
ORD-006536,XpressBees,Ground,Chennai,Urban,Express,Pharma,Credit,Bike,9.5,2023-09-13 00:57:35,2023-09-13 04:57:35,2023-09-13 00:57:35,2023-09-13 04:37:08,,2,1,1,-20.4,0,0,0,None,4.8,87.3,42.5,105.66,344.11,0,1,None,5.0
ORD-006537,Shadowfax,Bike,Surat,Suburban,Standard,Books,COD,Mini-Truck,7.6,2024-11-29 08:06:14,2024-11-29 14:06:14,2024-11-29 08:06:14,2024-11-29 11:40:43,,2,1,1,-145.5,0,0,0,None,10.9,39.2,44.6,87.28,338.24,0,1,None,4.0
ORD-006538,BlueDart,Air,Mumbai,Suburban,Standard,Books,COD,Bike,15.5,2024-10-19 07:16:37,2024-10-19 11:16:37,2024-10-19 07:16:37,,,1,1,1,-240.0,1,0,0,None,1.9,7.2,41.5,143.69,502.13,0,1,None,3.0
ORD-006539,XpressBees,Ground,Vadodara,Rural,Standard,Electronics,Credit,Mini-Truck,10.6,2023-11-06 03:14:19,2023-11-06 07:14:19,2023-11-06 03:14:19,2023-11-06 05:21:07,2023-11-06 08:39:55,3,1,0,85.6,0,0,0,None,4.7,119.9,70.3,125.2,350.4,0,1,None,3.0
ORD-006540,XpressBees,Ground,Nagpur,Suburban,Express,Grocery,Prepaid,Bike,9.3,2024-02-23 10:13:06,2024-02-23 12:13:06,2024-02-23 10:13:06,,,1,1,1,-120.0,1,0,0,None,8.0,6.0,64.3,54.55,170.35,0,1,None,5.0
ORD-006541,DHL-IN,Air,Vadodara,Semi-Urban,Economy,Auto Parts,Prepaid,Van,20.8,2024-04-19 03:42:55,2024-04-19 05:42:55,2024-04-19 03:42:55,,,1,0,0,,0,1,1,Refused delivery,1.0,30.7,88.9,474.83,1211.17,0,1,None,1.0
ORD-006542,DTDC,Ground,Kolkata,Urban,Standard,FMCG,COD,Bike,2.4,2023-07-25 16:50:22,2023-07-25 22:50:22,2023-07-25 16:50:22,,,1,1,1,-360.0,1,0,0,,8.3,40.2,93.2,27.66,106.77,0,1,None,4.0
ORD-006543,DTDC,Ground,Jaipur,Urban,Standard,Auto Parts,Credit,Bike,12.4,2023-08-17 12:33:44,2023-08-17 14:33:44,2023-08-17 12:33:44,,,1,1,1,-120.0,1,0,0,None,12.7,58.9,43.0,65.42,180.95,0,1,None,4.0
ORD-006544,Ekart,Ground,Nagpur,Urban,Standard,Electronics,Prepaid,Bike,24.2,2023-02-07 19:03:30,2023-02-07 23:03:30,2023-02-07 19:03:30,,,1,1,1,-240.0,1,0,0,None,7.7,71.6,54.0,162.02,495.26,0,1,None,
ORD-006545,DHL-IN,Air,Lucknow,Suburban,Same-Day,Books,Credit,Mini-Truck,27.0,2024-04-27 14:42:48,2024-04-27 20:42:48,2024-04-27 14:42:48,2024-04-27 17:33:14,,2,1,1,-189.6,0,0,0,None,2.3,24.7,66.1,314.42,1043.04,0,1,None,5.0
ORD-006546,DTDC,Ground,Ahmedabad,Rural,Express,Pharma,Prepaid,Bike,23.0,2023-05-05 21:31:25,2023-05-06 01:31:25,2023-05-05 21:31:25,,,1,0,0,,0,1,0,Weather,3.9,99.5,50.5,142.6,540.31,0,0,Wrong quantity,1.0
ORD-006547,FedEx-IN,Air,Surat,Semi-Urban,Express,Pharma,COD,Van,24.1,2024-07-20 09:17:51,2024-07-20 11:17:51,2024-07-20 09:17:51,,,1,0,0,,0,1,1,Customer absent,4.2,115.9,81.2,295.48,869.31,0,1,None,2.0
ORD-006548,BlueDart,Air,Pune,Semi-Urban,Standard,Auto Parts,COD,Bike,3.8,2024-09-14 10:33:46,2024-09-14 12:33:46,2024-09-14 10:33:46,,,1,1,1,-120.0,1,0,0,None,10.3,76.9,96.5,61.08,158.72,0,1,None,4.0
ORD-006549,Delhivery,Ground,Bhopal,Semi-Urban,Economy,Apparel,Prepaid,Van,19.2,2023-10-02 22:17:06,2023-10-03 02:17:06,2023-10-02 22:17:06,,,1,1,1,-240.0,1,0,0,None,8.3,47.1,62.5,286.31,760.04,0,1,None,5.0
ORD-006550,DTDC,Ground,Vadodara,Semi-Urban,Express,Electronics,Prepaid,Bike,12.7,2024-01-06 17:23:11,2024-01-06 19:23:11,2024-01-06 17:23:11,,,1,1,1,-120.0,1,0,0,None,8.5,78.4,74.4,184.31,513.28,0,1,None,4.0
ORD-006551,DTDC,Ground,Bhopal,Suburban,Same-Day,Furniture,Prepaid,Bike,16.0,2023-07-04 18:12:35,2023-07-04 22:12:35,2023-07-04 18:12:35,,,1,1,1,-240.0,1,0,0,None,10.9,88.4,46.1,128.33,412.25,0,1,None,4.0
ORD-006552,Delhivery,Ground,Nagpur,Semi-Urban,Express,FMCG,Prepaid,Mini-Truck,27.0,2023-09-17 09:58:33,2023-09-17 11:58:33,2023-09-17 09:58:33,,,1,1,1,-120.0,1,0,0,None,11.9,60.6,58.6,303.27,809.76,1,1,None,5.0
ORD-006553,BlueDart,Air,Surat,Suburban,Express,Apparel,Prepaid,Bike,15.0,2023-06-02 05:26:43,2023-06-02 09:26:43,2023-06-02 05:26:43,2023-06-02 07:09:05,,2,1,1,-137.6,0,0,0,None,12.8,43.4,68.4,268.69,770.66,0,1,None,4.0
ORD-006554,Delhivery,Ground,Hyderabad,Suburban,Express,Grocery,COD,Bike,34.1,2023-10-01 06:29:40,2023-10-01 12:29:40,2023-10-01 06:29:40,,,1,1,1,-360.0,1,0,0,None,3.7,55.8,61.9,196.53,706.62,0,1,None,4.0
ORD-006555,XpressBees,Ground,Delhi,Rural,Standard,Electronics,Prepaid,Bike,33.8,2023-12-22 22:08:16,2023-12-23 00:08:16,2023-12-22 22:08:16,,,1,0,0,,0,1,1,Access issue,3.7,98.1,77.0,444.42,1387.4,0,1,None,2.0
ORD-006556,Shadowfax,Bike,Pune,Semi-Urban,Standard,Pharma,Prepaid,Bike,14.4,2024-07-19 01:19:23,2024-07-19 05:19:23,2024-07-19 01:19:23,,,1,1,1,-240.0,1,0,0,None,8.6,112.4,85.1,138.77,377.14,0,1,None,5.0
ORD-006557,Delhivery,Ground,Pune,Urban,Standard,Grocery,Prepaid,Bike,26.0,2023-07-02 23:03:34,2023-07-03 01:03:34,2023-07-02 23:03:34,,,1,1,1,-120.0,1,0,0,None,9.4,12.7,83.4,233.95,697.88,0,1,None,4.0
ORD-006558,Ekart,Ground,Mumbai,Urban,Same-Day,Furniture,Prepaid,Bike,26.6,2024-01-05 11:54:35,2024-01-05 17:54:35,2024-01-05 11:54:35,,,1,1,1,-360.0,1,0,0,None,9.4,9.4,71.6,136.81,348.5,0,1,None,5.0
ORD-006559,XpressBees,Ground,Surat,Rural,Standard,Apparel,Prepaid,Van,30.0,2023-08-09 02:50:38,2023-08-09 04:50:38,2023-08-09 02:50:38,,,1,1,1,-120.0,1,0,0,None,10.2,29.8,43.2,240.0,945.26,0,1,None,3.0
ORD-006560,Delhivery,Ground,Kolkata,Urban,Standard,Grocery,Prepaid,Bike,14.0,2023-01-25 00:33:58,2023-01-25 02:33:58,2023-01-25 00:33:58,2023-01-25 01:44:21,,2,1,1,-49.6,0,0,0,None,10.3,84.1,96.9,163.9,537.91,0,1,None,3.0
ORD-006561,Ekart,Ground,Mumbai,Urban,Economy,Electronics,COD,Van,4.3,2024-05-22 02:08:16,2024-05-22 08:08:16,2024-05-22 02:08:16,2024-05-22 04:57:19,,2,1,1,-190.9,0,0,0,None,6.8,104.1,76.9,69.87,232.52,0,1,None,5.0
ORD-006562,Delhivery,Ground,Surat,Urban,Express,Apparel,COD,Bike,23.6,2024-11-24 12:33:37,2024-11-24 18:33:37,2024-11-24 12:33:37,,,1,1,1,-360.0,1,0,0,None,10.7,83.2,48.2,181.44,500.63,0,1,None,4.0
ORD-006563,Delhivery,Ground,Ahmedabad,Suburban,Same-Day,Books,Prepaid,Bike,31.5,2024-10-23 21:26:25,2024-10-24 01:26:25,2024-10-23 21:26:25,,,1,1,1,-240.0,1,0,0,None,4.6,68.4,99.2,423.33,1502.15,0,1,None,4.0
ORD-006564,Delhivery,Ground,Ahmedabad,Urban,Standard,Electronics,COD,Bike,29.3,2023-07-27 08:03:03,2023-07-27 12:03:03,2023-07-27 08:03:03,2023-07-27 11:10:19,,2,0,0,,0,1,0,Refused delivery,2.2,14.1,98.9,149.27,585.25,0,1,None,2.0
ORD-006565,XpressBees,Ground,Lucknow,Urban,Standard,FMCG,COD,Bike,23.5,2024-02-02 11:06:04,2024-02-02 15:06:04,2024-02-02 11:06:04,2024-02-02 14:48:50,,2,1,1,-17.2,0,0,0,None,10.8,75.2,81.6,249.89,981.97,0,1,None,4.0
ORD-006566,BlueDart,Air,Lucknow,Urban,Same-Day,Electronics,Prepaid,Bike,1.8,2023-11-07 01:29:38,2023-11-07 07:29:38,2023-11-07 01:29:38,,,1,1,1,-360.0,1,0,0,None,5.1,11.6,60.1,26.22,101.31,0,1,None,5.0
ORD-006567,DHL-IN,Air,Nagpur,Suburban,Express,Grocery,COD,Van,14.3,2024-12-08 10:33:41,2024-12-08 16:33:41,2024-12-08 10:33:41,,,1,1,1,-360.0,1,0,0,None,13.0,89.2,85.2,104.33,343.07,0,1,None,5.0
ORD-006568,Ekart,Ground,Lucknow,Suburban,Standard,Electronics,Credit,Mini-Truck,3.0,2023-08-20 18:40:43,2023-08-20 22:40:43,2023-08-20 18:40:43,,,1,0,0,,0,1,1,Weather,4.5,92.2,46.1,79.88,234.42,0,1,None,3.0
ORD-006569,DTDC,Ground,Lucknow,Urban,Standard,Pharma,Prepaid,Bike,11.8,2023-01-19 20:16:57,2023-01-20 02:16:57,2023-01-19 20:16:57,2023-01-20 00:02:24,,2,0,0,,0,1,1,Customer absent,4.1,51.0,57.6,236.48,916.75,0,1,None,1.0
ORD-006570,Delhivery,Ground,Vadodara,Urban,Economy,FMCG,Prepaid,Van,13.2,2023-04-05 00:16:46,2023-04-05 04:16:46,2023-04-05 00:16:46,,,1,0,0,,0,1,1,Customer absent,1.0,44.8,79.9,238.45,721.0,0,1,None,2.0
ORD-006571,Delhivery,Ground,Kolkata,Semi-Urban,Standard,Grocery,COD,Bike,32.5,2024-01-03 03:17:57,2024-01-03 09:17:57,2024-01-03 03:17:57,,,1,1,1,-360.0,1,0,0,None,6.6,49.9,53.2,511.99,1808.58,0,1,None,3.0
ORD-006572,DTDC,Ground,Hyderabad,Suburban,Express,Apparel,COD,Mini-Truck,22.9,2024-06-30 03:26:24,2024-06-30 07:26:24,2024-06-30 03:26:24,,,1,1,1,-240.0,1,0,0,None,3.0,30.5,97.8,145.66,533.48,0,1,None,4.0
ORD-006573,XpressBees,Ground,Jaipur,Rural,Express,Electronics,COD,Bike,9.0,2024-04-23 23:13:40,2024-04-24 05:13:40,2024-04-23 23:13:40,,,1,1,1,-360.0,1,0,0,None,3.6,64.8,92.5,108.67,382.7,0,1,None,
ORD-006574,DTDC,Ground,Jaipur,Suburban,Economy,Furniture,COD,Van,30.2,2024-03-03 13:29:30,2024-03-03 15:29:30,2024-03-03 13:29:30,,,1,1,1,-120.0,1,0,0,None,10.9,57.9,67.1,536.28,1950.83,0,1,None,5.0
ORD-006575,Shadowfax,Bike,Ahmedabad,Suburban,Express,Grocery,COD,Bike,7.9,2024-09-22 09:01:44,2024-09-22 13:01:44,2024-09-22 09:01:44,2024-09-22 10:24:48,,2,1,1,-156.9,0,0,0,None,8.1,27.0,64.2,63.63,212.12,0,1,None,5.0
ORD-006576,Delhivery,Ground,Delhi,Suburban,Express,Grocery,Prepaid,Bike,21.8,2023-07-18 20:49:58,2023-07-19 00:49:58,2023-07-18 20:49:58,,,1,1,1,-240.0,1,0,0,None,5.4,24.3,41.7,355.38,1342.93,0,1,None,5.0
ORD-006577,Shadowfax,Bike,Chennai,Suburban,Standard,Pharma,Prepaid,Bike,28.5,2024-12-28 03:33:28,2024-12-28 07:33:28,2024-12-28 03:33:28,,,1,1,1,-240.0,1,0,0,None,5.6,51.6,72.0,289.75,930.52,0,1,None,5.0
ORD-006578,BlueDart,Air,Surat,Semi-Urban,Express,Electronics,COD,Bike,20.1,2023-09-17 12:09:58,2023-09-17 16:09:58,2023-09-17 12:09:58,,,1,1,1,-240.0,1,0,0,None,9.8,29.6,44.4,325.34,1258.99,0,1,None,3.0
ORD-006579,XpressBees,Ground,Vadodara,Urban,Express,Electronics,Credit,Mini-Truck,14.7,2023-08-20 18:36:20,2023-08-21 00:36:20,2023-08-20 18:36:20,,,1,1,1,-360.0,1,0,0,None,4.8,56.9,92.4,213.32,745.79,0,1,None,4.0
ORD-006580,Delhivery,Ground,Bangalore,Urban,Express,Apparel,Prepaid,Bike,25.5,2024-12-09 00:27:56,2024-12-09 06:27:56,2024-12-09 00:27:56,2024-12-09 02:17:31,2024-12-09 05:18:54,3,1,1,-69.0,0,0,0,None,9.5,51.1,90.1,314.87,1229.35,0,1,None,5.0
ORD-006581,FedEx-IN,Air,Pune,Urban,Economy,Electronics,Prepaid,Bike,22.5,2023-03-09 18:29:06,2023-03-09 20:29:06,2023-03-09 18:29:06,,,1,1,1,-120.0,1,0,0,None,7.0,47.2,91.0,173.32,453.31,0,1,None,3.0
ORD-006582,Delhivery,Ground,Ahmedabad,Urban,Standard,Auto Parts,Prepaid,Bike,4.6,2023-10-25 13:32:13,2023-10-25 19:32:13,2023-10-25 13:32:13,,,1,1,1,-360.0,1,0,0,None,16.6,68.9,60.7,48.58,140.32,0,1,None,3.0
ORD-006583,DHL-IN,Air,Mumbai,Semi-Urban,Standard,Furniture,Prepaid,Bike,15.3,2023-12-26 16:03:37,2023-12-26 22:03:37,2023-12-26 16:03:37,2023-12-26 18:22:45,,2,1,1,-220.9,0,0,0,None,2.4,65.9,61.3,254.35,862.43,0,1,None,5.0
ORD-006584,Shadowfax,Bike,Delhi,Semi-Urban,Standard,Furniture,Prepaid,Bike,14.2,2023-08-05 09:04:59,2023-08-05 15:04:59,2023-08-05 09:04:59,2023-08-05 11:30:31,,2,1,1,-214.5,0,0,0,None,5.7,85.4,85.8,153.47,435.77,0,1,None,4.0
ORD-006585,DHL-IN,Air,Pune,Suburban,Express,Auto Parts,Wallet,Bike,19.5,2024-01-29 00:47:00,2024-01-29 06:47:00,2024-01-29 00:47:00,2024-01-29 04:33:12,2024-01-29 07:55:30,3,1,0,68.5,0,0,0,None,4.3,110.0,51.0,144.93,517.24,0,1,None,1.0
ORD-006586,XPRESSBEES,Ground,Hyderabad,Semi-Urban,Economy,Books,COD,Mini-Truck,10.4,2024-10-02 09:41:31,2024-10-02 13:41:31,2024-10-02 09:41:31,,,1,1,1,-240.0,1,0,0,None,11.6,7.7,76.0,149.67,476.26,0,1,None,5.0
ORD-006587,BlueDart,Air,Delhi,Urban,Standard,Books,COD,Bike,32.4,2024-12-10 13:01:21,2024-12-10 17:01:21,2024-12-10 13:01:21,,,1,1,1,-240.0,1,0,0,None,6.0,51.7,66.9,413.79,1384.38,0,1,None,5.0
ORD-006588,Shadowfax,Bike,Lucknow,Suburban,Standard,Electronics,Prepaid,Bike,14.9,2024-03-06 04:30:43,2024-03-06 10:30:43,2024-03-06 04:30:43,,,1,1,1,-360.0,1,0,0,None,4.4,72.8,73.1,87.66,314.91,0,1,None,5.0
ORD-006589,BlueDart,Air,Nagpur,Semi-Urban,Express,Books,COD,Van,34.3,2024-09-15 01:21:14,2024-09-15 07:21:14,2024-09-15 01:21:14,,,1,1,1,-360.0,1,0,0,None,5.8,116.5,88.0,260.94,964.67,0,1,None,4.0
ORD-006590,Ekart,Ground,Mumbai,Suburban,Express,Auto Parts,Prepaid,Van,23.4,2024-10-24 00:17:04,2024-10-24 04:17:04,2024-10-24 00:17:04,,,1,0,0,,0,1,0,Wrong address,4.1,104.2,61.2,153.46,551.03,0,1,None,2.0
ORD-006591,Delhivery,Ground,Vadodara,Urban,Same-Day,Electronics,COD,Bike,10.6,2023-01-04 00:34:11,2023-01-04 06:34:11,2023-01-04 00:34:11,2023-01-04 01:17:04,,2,0,0,,0,1,1,Wrong address,7.4,14.0,95.3,203.77,741.58,0,1,None,
ORD-006592,Shadowfax,Bike,Delhi,Urban,Express,Furniture,Prepaid,Bike,13.3,2023-09-04 15:30:22,2023-09-04 21:30:22,2023-09-04 15:30:22,2023-09-04 19:06:49,,2,1,1,-143.6,0,0,0,None,4.6,99.4,42.1,175.75,702.55,0,1,None,4.0
ORD-006593,FedEx-IN,Air,Pune,Urban,Standard,Auto Parts,Prepaid,Bike,25.1,2023-07-29 03:05:22,2023-07-29 07:05:22,2023-07-29 03:05:22,,,1,1,1,-240.0,1,0,0,None,9.6,92.1,92.1,398.69,1365.83,0,1,None,5.0
ORD-006594,BlueDart,Air,Surat,Suburban,Same-Day,Auto Parts,Credit,Bike,32.2,2024-04-14 14:35:31,2024-04-14 16:35:31,2024-04-14 14:35:31,,,1,0,0,,0,1,0,,4.2,39.1,61.3,545.44,1727.99,0,1,None,3.0
ORD-006595,FedEx-IN,Air,Pune,Urban,Standard,Furniture,COD,Bike,22.5,2024-09-17 15:03:12,2024-09-17 17:03:12,2024-09-17 15:03:12,,,1,1,1,-120.0,1,0,0,None,8.3,88.2,80.9,326.8,1262.72,0,1,None,5.0
ORD-006596,BlueDart,Air,Pune,Urban,Express,Grocery,Prepaid,Bike,5.2,2024-01-09 22:11:02,2024-01-10 00:11:02,2024-01-09 22:11:02,,,1,1,1,-120.0,1,0,0,None,2.8,117.6,49.8,64.6,200.71,0,1,None,5.0
ORD-006597,BlueDart,Air,Indore,Rural,Standard,Apparel,Credit,Bike,5.9,2024-08-29 00:00:12,2024-08-29 04:00:12,2024-08-29 00:00:12,,,1,1,1,-240.0,1,0,0,None,9.2,113.6,53.6,94.57,338.24,0,1,None,5.0
ORD-006598,XpressBees,Ground,Nagpur,Urban,Standard,FMCG,Prepaid,Bike,26.8,2023-06-05 05:20:41,2023-06-05 11:20:41,2023-06-05 05:20:41,2023-06-05 08:14:36,2023-06-05 10:28:34,3,1,1,-52.1,0,0,0,None,11.5,89.3,47.3,475.84,1703.9,0,1,None,5.0
ORD-006599,Delhivery,Ground,Indore,Urban,Economy,FMCG,Prepaid,Van,4.3,2023-09-30 23:43:25,2023-10-01 05:43:25,2023-09-30 23:43:25,,,1,1,1,,1,0,0,None,11.0,68.8,91.9,63.6,229.54,0,1,None,4.0
ORD-006600,DHL-IN,Air,Chennai,Urban,Standard,Apparel,Prepaid,Bike,4.4,2023-09-08 12:33:35,2023-09-08 14:33:35,2023-09-08 12:33:35,,,1,1,1,-120.0,1,0,0,None,11.0,44.3,97.3,74.69,199.08,0,1,None,5.0
ORD-006601,Delhivery,Ground,Hyderabad,Semi-Urban,Express,Electronics,Prepaid,Van,16.6,2023-07-08 00:30:31,2023-07-08 04:30:31,2023-07-08 00:30:31,2023-07-08 02:53:20,,2,1,1,-97.2,0,0,0,None,7.7,6.9,59.1,201.02,584.02,0,1,None,4.0
ORD-006602,XpressBees,Ground,Indore,Rural,Express,Books,Prepaid,Van,14.5,2024-06-20 02:17:41,2024-06-20 04:17:41,2024-06-20 02:17:41,2024-06-20 04:53:37,2024-06-20 06:06:08,3,1,0,108.5,0,0,0,None,6.7,94.5,87.1,105.23,351.03,0,1,None,4.0
ORD-006603,XpressBees,Ground,Surat,Suburban,Standard,Books,Prepaid,Van,30.0,2023-07-24 08:40:30,2023-07-24 14:40:30,2023-07-24 08:40:30,,,1,1,1,-360.0,1,0,0,None,7.8,101.7,70.2,352.38,1052.66,0,1,None,5.0
ORD-006604,DHL-IN,Air,Vadodara,Urban,Express,Apparel,Prepaid,Bike,20.5,2023-07-23 16:23:54,2023-07-23 18:23:54,2023-07-23 16:23:54,,,1,1,1,-120.0,1,0,0,None,7.7,79.0,61.8,176.78,641.39,0,1,None,5.0
ORD-006605,Shadowfax,Bike,Hyderabad,Suburban,Standard,Grocery,COD,Van,5.8,2023-12-05 20:40:47,2023-12-05 22:40:47,2023-12-05 20:40:47,2023-12-05 21:56:33,,2,1,1,-44.2,0,0,0,None,6.4,5.5,63.0,64.9,211.48,0,1,None,5.0
ORD-006606,XpressBees,Ground,Delhi,Urban,Express,FMCG,COD,Bike,28.3,2023-04-26 04:26:13,2023-04-26 08:26:13,2023-04-26 04:26:13,2023-04-26 07:08:11,,2,1,1,-78.0,0,0,0,None,13.7,25.0,67.7,477.98,1389.23,0,1,None,5.0
ORD-006607,Shadowfax,Bike,Nagpur,Semi-Urban,Standard,Grocery,Prepaid,Bike,9.4,2023-01-28 18:17:00,2023-01-28 22:17:00,2023-01-28 18:17:00,,,1,0,0,,0,1,1,Refused delivery,3.6,13.5,82.9,148.98,489.57,0,1,None,1.0
ORD-006608,DHL-IN,Air,Indore,Urban,Express,FMCG,Prepaid,Van,11.3,2024-05-03 20:06:32,2024-05-04 00:06:32,2024-05-03 20:06:32,,,1,1,1,-240.0,1,0,0,None,6.2,62.2,71.5,128.16,429.6,0,1,None,4.0
ORD-006609,DHL-IN,Air,Jaipur,Urban,Express,FMCG,COD,Van,11.0,2024-10-22 13:47:54,2024-10-22 17:47:54,2024-10-22 13:47:54,,,1,1,1,-240.0,1,0,0,None,7.1,24.1,46.5,85.77,254.2,0,1,None,5.0
ORD-006610,DHL-IN,Air,Indore,Suburban,Standard,Apparel,Prepaid,Bike,8.2,2024-03-18 03:31:03,2024-03-18 05:31:03,2024-03-18 03:31:03,,,1,1,1,-120.0,1,0,0,None,8.5,13.4,84.9,124.25,383.69,0,1,None,4.0
ORD-006611,Shadowfax,Bike,Hyderabad,Urban,Express,Apparel,Prepaid,Bike,16.3,2023-12-22 18:01:50,2023-12-22 22:01:50,2023-12-22 18:01:50,,,1,1,1,-240.0,1,0,0,None,1.3,39.2,72.5,132.83,400.09,0,1,None,5.0
ORD-006612,Delhivery,Ground,Ahmedabad,Suburban,Standard,Grocery,Prepaid,Bike,22.5,2023-09-23 16:51:18,2023-09-23 18:51:18,2023-09-23 16:51:18,2023-09-23 19:44:20,,2,1,0,53.0,0,0,0,None,8.0,103.0,40.9,156.56,577.41,0,1,None,3.0
