Order_ID,Carrier,Carrier_Type,Warehouse,Destination_Hub,Region,Service_Level,Product_Category,Weight_KG,Volume_CBM,Units,Order_Created_At,Scheduled_Pickup,Actual_Pickup,Scheduled_Departure_WH,Actual_Departure_WH,Scheduled_Arrival_Hub,Actual_Arrival_Hub,Departure_Delay_Min,Arrival_Delay_Min,Pickup_Delay_Min,Late_Departure_Flag,Late_Arrival_Flag,Late_Pickup_Flag,Time_To_Ship_Min,Transit_Damage_Flag,Damage_Type,FM_Cost_INR
ORD-030625,Delhivery,Ground,WH-Mumbai-02,HUB-North-01,East,Standard,Electronics,79.51,0.0538,31,2024-06-26 10:29:58,2024-06-26 13:47:39,2024-06-26 13:50:24,2024-06-26 16:30:18,2024-06-26 16:18:49,2024-06-27 18:47:52,2024-06-27 18:25:05,-11.5,-11.3,2.7,0,0,0,348.8,0,None,77.68
ORD-030626,ekart,Ground,WH-Bangalore-03,HUB-South-02,West,Standard,Pharma,6.11,0.0595,39,2023-06-23 00:47:09,2023-06-23 19:00:12,2023-06-23 19:05:00,2023-06-23 21:11:32,2023-06-23 21:53:50,2023-06-24 17:18:19,2023-06-24 17:52:00,42.3,-8.6,4.8,1,0,0,1266.7,0,None,105.88
ORD-030627,Shadowfax,Bike,WH-Kolkata-05,HUB-West-04,Central,Express,Electronics,4.21,0.0379,27,2024-05-22 23:27:10,2024-05-23 14:50:37,2024-05-23 14:49:44,2024-05-23 15:54:07,2024-05-23 15:57:52,2024-05-24 03:57:00,2024-05-24 05:19:17,3.8,78.5,-0.9,0,1,0,990.7,0,None,92.95
ORD-030628,Shadowfax,Bike,WH-Kolkata-05,HUB-Central-05,North,Express,Auto Parts,0.67,0.0074,29,2024-01-31 07:56:33,2024-01-31 08:42:09,2024-01-31 08:49:33,2024-01-31 10:29:53,2024-01-31 13:59:05,2024-01-31 22:08:00,2024-02-01 01:40:51,209.2,3.6,7.4,1,0,0,362.5,0,None,18.92
ORD-030629,Shadowfax,Bike,WH-Delhi-01,HUB-North-01,South,Economy,Books,1.85,0.0102,46,2024-03-11 04:44:26,2024-03-11 11:16:03,2024-03-11 11:13:00,2024-03-11 15:42:41,2024-03-11 16:02:58,2024-03-13 07:19:22,2024-03-13 08:04:54,20.3,25.2,-3.1,1,1,0,678.5,0,None,39.61
ORD-030630,Delhivery,Ground,WH-Kolkata-05,HUB-East-03,North,Express,FMCG,,0.0135,10,2024-09-29 03:14:05,2024-09-29 17:20:15,2024-09-29 17:14:18,2024-09-29 21:20:15,2024-09-29 21:56:55,2024-09-30 08:58:23,2024-09-30 11:06:03,36.7,91.0,-5.9,1,1,0,1122.8,0,None,48.02
ORD-030631,DHL-IN,Air,WH-Kolkata-05,HUB-West-04,Central,Economy,Auto Parts,4.23,0.0336,46,2024-01-06 06:35:52,2024-01-06 21:21:46,2024-01-06 22:02:06,2024-01-06 22:39:15,2024-01-06 23:07:04,2024-01-09 03:46:20,2024-01-09 04:01:01,27.8,-13.1,40.3,1,0,1,991.2,0,None,68.19
ORD-030632,BlueDart,Air,WH-Hyderabad-06,HUB-North-01,East,Standard,Pharma,15.59,0.1683,31,2023-12-18 03:09:52,2023-12-18 16:09:01,2023-12-18 16:14:44,2023-12-18 18:53:02,2023-12-18 19:12:45,2023-12-19 18:33:59,2023-12-19 19:24:37,19.7,30.9,5.7,1,1,0,962.9,0,None,211.9
ORD-030633,DTDC,Ground,WH-Hyderabad-06,HUB-East-03,East,Standard,Auto Parts,2.61,0.0192,47,2023-09-13 05:06:42,2023-09-13 17:48:18,2023-09-13 17:42:16,2023-09-13 21:47:52,2023-09-13 21:50:48,2023-09-14 19:20:30,2023-09-14 19:41:55,2.9,18.5,-6.0,0,1,0,1004.1,0,None,63.96
ORD-030634,Ekart,Ground,WH-Ahmedabad-08,HUB-West-04,South,Standard,Pharma,2.23,0.0183,16,2023-08-29 04:17:38,2023-08-29 22:38:23,2023-08-29 22:41:47,2023-08-29 23:42:29,2023-08-29 23:35:32,2023-08-30 23:41:07,,-6.9,-3.8,3.4,0,0,0,1157.9,0,None,29.56
ORD-030635,DTDC,Ground,WH-Mumbai-02,HUB-North-01,West,Same-Day,Books,1.94,0.0101,35,2024-05-25 01:50:35,2024-05-25 10:30:33,2024-05-25 10:30:32,2024-05-25 15:41:07,2024-05-25 16:14:22,2024-05-25 19:57:43,2024-05-25 20:25:05,33.3,-5.9,-0.0,1,0,0,863.8,0,None,37.45
ORD-030636,Delhivery,Ground,WH-Bangalore-03,HUB-Central-05,South,Express,Grocery,3.99,0.0135,13,2023-10-06 15:59:45,2023-10-06 21:28:09,2023-10-06 21:34:10,2023-10-07 00:13:10,2023-10-07 00:31:53,2023-10-07 12:49:09,2023-10-07 13:00:49,18.7,-7.0,6.0,1,0,0,512.1,0,None,91.86
ORD-030637,Ekart,Ground,WH-Delhi-01,HUB-East-03,North,Economy,Books,4.37,0.0175,26,2024-07-03 06:38:15,2024-07-04 00:51:53,2024-07-04 00:43:49,2024-07-04 02:34:24,2024-07-04 08:33:56,2024-07-06 03:25:20,2024-07-06 14:06:26,359.5,281.6,-8.1,1,1,0,1555.7,0,None,82.51
ORD-030638,BlueDart,Air,WH-Ahmedabad-08,HUB-Central-05,East,Economy,Grocery,5.08,0.053,40,2023-12-23 20:41:10,2023-12-24 09:26:53,2023-12-24 09:30:39,2023-12-24 15:06:31,2023-12-24 15:08:16,2023-12-26 15:05:45,2023-12-26 14:57:54,1.8,-9.6,3.8,0,0,0,1107.1,0,None,48.84
ORD-030639,DTDC,Ground,WH-Delhi-01,HUB-West-04,East,Express,Auto Parts,3.31,0.01,39,2023-06-09 10:00:27,2023-06-09 15:01:44,2023-06-09 14:55:55,2023-06-09 20:18:00,2023-06-09 20:00:25,2023-06-10 08:34:13,2023-06-10 12:44:26,-17.6,267.8,-5.8,0,1,0,600.0,0,None,86.89
ORD-030640,FedEx-IN,Air,WH-Bangalore-03,HUB-South-02,West,Standard,Auto Parts,9.4,0.0387,10,2023-10-28 00:47:57,2023-10-28 15:27:47,2023-10-28 15:32:32,2023-10-28 19:56:29,2023-10-28 19:58:54,2023-10-29 19:55:08,2023-10-29 20:03:17,2.4,5.7,4.7,0,0,0,1151.0,0,None,200.51
ORD-030641,DTDC,Ground,WH-Pune-07,HUB-Central-05,West,Standard,Apparel,0.71,0.0025,42,2024-05-01 17:33:56,2024-05-02 09:23:36,2024-05-02 09:50:29,2024-05-02 10:35:06,2024-05-02 11:30:50,2024-05-03 05:42:10,2024-05-03 07:26:41,55.7,48.8,26.9,1,1,1,1076.9,0,None,14.12
ORD-030642,Shadowfax,Bike,WH-Ahmedabad-08,HUB-Central-05,East,Express,FMCG,3.98,0.0371,20,2023-07-04 13:48:27,2023-07-04 17:06:59,2023-07-04 17:10:29,2023-07-04 21:01:06,2023-07-04 21:20:55,2023-07-05 09:56:17,2023-07-05 10:23:38,19.8,7.5,3.5,1,0,0,452.5,0,None,100.5
ORD-030643,Shadowfax,Bike,WH-Bangalore-03,HUB-North-01,West,Standard,FMCG,5.11,0.0522,41,2024-11-02 20:05:16,2024-11-03 07:46:11,2024-11-03 07:49:28,2024-11-03 10:02:28,2024-11-03 09:57:13,2024-11-04 08:17:07,2024-11-04 08:09:14,-5.2,-2.7,3.3,0,0,0,832.0,0,None,63.75
ORD-030644,DHL-IN,Air,WH-Kolkata-05,HUB-North-01,West,Same-Day,Pharma,1.5,,14,2023-02-19 01:45:43,2023-02-19 10:56:40,2023-02-19 10:56:22,2023-02-19 16:29:04,2023-02-19 16:32:46,2023-02-19 19:58:05,2023-02-19 19:54:06,3.7,-7.7,-0.3,0,0,0,887.1,0,None,35.42
ORD-030645,DTDC,Ground,WH-Bangalore-03,HUB-South-02,South,Standard,Auto Parts,1.63,0.0098,20,2023-04-12 18:35:07,2023-04-12 19:17:24,2023-04-12 19:19:38,2023-04-12 23:51:45,2023-04-12 23:48:46,2023-04-13 22:26:13,2023-04-13 22:26:19,-3.0,3.1,2.2,0,0,0,313.7,0,None,20.09
ORD-030646,DTDC,Ground,WH-Hyderabad-06,HUB-South-02,North,Standard,Books,1.74,0.0088,17,2023-06-05 08:56:24,2023-06-05 15:40:12,2023-06-05 15:40:14,2023-06-05 18:42:30,2023-06-05 21:13:59,2023-06-06 20:01:35,,151.5,27.3,0.0,1,1,0,737.6,0,None,26.53
ORD-030647,Shadowfax,Bike,WH-Ahmedabad-08,HUB-Central-05,West,Standard,Electronics,5.93,0.0407,28,2023-04-09 13:58:59,2023-04-09 18:47:47,2023-04-09 18:46:38,2023-04-09 20:32:31,2023-04-09 20:39:15,2023-04-10 18:54:16,2023-04-10 19:22:28,6.7,21.5,-1.1,0,1,0,400.3,0,None,50.07
ORD-030648,DHL-IN,Air,WH-Pune-07,HUB-North-01,North,Standard,Electronics,2.78,0.0169,43,2024-06-12 18:11:32,2024-06-12 16:48:30,2024-06-12 16:48:47,2024-06-12 20:14:17,2024-06-13 00:59:33,2024-06-13 19:16:23,2024-06-14 00:09:44,285.3,8.1,0.3,1,0,0,408.0,0,None,31.16
ORD-030649,BlueDart,Air,WH-Mumbai-02,HUB-Central-05,West,Express,Furniture,6.75,0.0623,27,2024-05-02 10:06:32,2024-05-02 13:53:49,2024-05-02 14:26:17,2024-05-02 18:38:26,2024-05-02 18:19:48,2024-05-03 07:13:39,2024-05-03 07:14:52,-18.6,19.8,32.5,0,1,1,493.3,0,None,207.56
ORD-030650,Delhivery,Ground,WH-Chennai-04,HUB-South-02,South,Standard,Auto Parts,0.96,0.0063,47,2023-09-26 19:50:29,2023-09-27 13:55:35,2023-09-27 13:49:19,2023-09-27 15:30:49,2023-09-27 15:37:23,2023-09-28 17:06:56,2023-09-28 16:57:12,6.6,-16.3,-6.3,0,0,0,1186.9,0,None,14.63
ORD-030651,Ekart,Ground,WH-Bangalore-03,HUB-North-01,South,Express,Pharma,14.26,0.0852,43,2024-01-26 09:13:42,2024-01-26 12:03:29,2024-01-26 12:24:14,2024-01-26 14:56:33,2024-01-26 14:50:10,2024-01-27 03:37:56,2024-01-27 03:29:04,-6.4,-2.5,20.7,0,0,1,336.5,0,None,261.13
ORD-030652,Shadowfax,Bike,WH-Delhi-01,HUB-North-01,South,Standard,Pharma,12.18,0.0832,5,2023-09-26 05:08:57,2023-09-26 04:06:00,2023-09-26 04:14:18,2023-09-26 08:28:29,2023-09-26 08:23:15,2023-09-27 08:13:24,2023-09-27 08:08:30,-5.2,0.3,8.3,0,0,0,194.3,0,None,189.32
ORD-030653,FedEx-IN,Air,WH-Kolkata-05,HUB-West-04,West,Standard,Auto Parts,2.44,0.0189,17,2024-12-29 08:15:14,2024-12-29 22:35:59,2024-12-29 23:10:58,2024-12-30 02:22:37,2024-12-30 02:43:35,2024-12-31 02:48:15,2024-12-31 03:21:29,21.0,12.3,35.0,1,0,1,1108.4,0,None,48.57
ORD-030654,Ekart,Ground,WH-Hyderabad-06,HUB-East-03,East,Standard,Auto Parts,2.76,0.023,7,2023-06-10 12:12:51,2023-06-11 04:50:50,2023-06-11 04:56:09,2023-06-11 10:03:55,2023-06-11 10:16:13,2023-06-12 08:36:51,2023-06-12 08:37:38,12.3,-11.5,5.3,0,0,0,1323.4,0,None,47.25
ORD-030655,BlueDart,Air,WH-Mumbai-02,HUB-East-03,North,Standard,Auto Parts,12.74,0.1187,8,2024-03-20 00:21:50,2024-03-20 16:43:17,2024-03-20 16:35:16,2024-03-20 18:39:05,2024-03-20 18:34:41,2024-03-21 20:53:37,2024-03-21 21:01:38,-4.4,12.4,-8.0,0,0,0,1092.9,0,None,271.42
ORD-030656,DHL-IN,Air,WH-Kolkata-05,HUB-Central-05,North,Economy,Furniture,4.73,0.0338,14,2024-05-06 11:02:50,2024-05-07 02:29:17,2024-05-07 02:32:05,2024-05-07 04:10:27,2024-05-07 05:17:00,2024-05-09 00:22:32,2024-05-09 01:14:40,66.6,-14.4,2.8,1,0,0,1094.2,0,None,59.41
ORD-030657,DTDC,Ground,WH-Mumbai-02,HUB-West-04,South,Express,FMCG,2.14,0.0157,46,2024-09-24 05:15:00,2024-09-24 13:50:23,2024-09-24 13:55:31,2024-09-24 16:21:12,2024-09-24 17:08:40,2024-09-25 04:26:37,2024-09-25 05:49:36,47.5,35.5,5.1,1,1,0,713.7,0,None,42.43
ORD-030658,Ekart,Ground,WH-Delhi-01,HUB-West-04,South,Standard,Books,0.9,0.0069,37,2023-12-06 15:03:06,2023-12-07 00:18:13,2023-12-07 00:12:17,2023-12-07 05:24:30,2023-12-07 05:19:34,2023-12-08 08:57:20,2023-12-08 08:46:02,-4.9,-6.4,-5.9,0,0,0,856.5,0,None,7.66
ORD-030659,Ekart,Ground,WH-Bangalore-03,HUB-South-02,East,Express,Furniture,2.48,0.0271,19,2023-05-16 08:25:53,2023-05-16 13:46:30,2023-05-16 13:44:52,2023-05-16 18:41:50,2023-05-16 18:48:36,2023-05-17 08:05:27,2023-05-17 08:18:55,6.8,6.7,-1.6,0,0,0,622.7,0,None,78.83
ORD-030660,BlueDart,Air,WH-Ahmedabad-08,HUB-West-04,North,Standard,Pharma,0.8,0.0052,1,2023-04-12 09:27:38,2023-04-12 12:55:08,2023-04-12 14:36:13,2023-04-12 16:04:07,2023-04-12 15:56:59,2023-04-13 15:07:36,2023-04-13 14:58:55,-7.1,-1.6,101.1,0,0,1,389.3,0,None,17.65
ORD-030661,XpressBees,Ground,WH-Delhi-01,HUB-South-02,North,Standard,Furniture,5.91,0.0676,41,2024-03-14 06:36:31,2024-03-14 15:50:11,2024-03-14 15:45:26,2024-03-14 20:45:32,2024-03-14 22:51:23,2024-03-16 00:00:55,2024-03-16 01:54:34,125.9,-12.2,-4.7,1,0,0,974.9,0,None,104.28
ORD-030662,XpressBees,Ground,WH-Bangalore-03,HUB-South-02,North,Standard,Pharma,1.77,0.008,20,2024-07-15 13:29:11,2024-07-15 16:04:40,2024-07-15 15:58:13,2024-07-15 17:29:07,2024-07-15 17:40:00,2024-07-16 18:40:16,2024-07-16 19:16:33,10.9,25.4,-6.4,0,1,0,250.8,0,None,14.63
ORD-030663,DTDC,Ground,WH-Delhi-01,HUB-West-04,West,Express,FMCG,2.18,0.0179,34,2023-05-11 06:25:09,2023-05-11 11:28:14,2023-05-11 11:29:58,2023-05-11 13:01:29,2023-05-11 13:12:34,2023-05-12 01:53:32,2023-05-12 02:04:57,11.1,0.3,1.7,0,0,0,407.4,0,None,42.33
ORD-030664,DHL-IN,Air,WH-Delhi-01,HUB-East-03,Central,Express,Electronics,2.15,0.0208,29,2023-12-25 18:53:13,2023-12-26 08:00:46,2023-12-26 08:06:19,2023-12-26 11:15:28,2023-12-26 11:08:04,2023-12-26 23:36:05,2023-12-26 23:32:31,-7.4,3.8,5.6,0,0,0,974.8,0,None,68.51
ORD-030665,DHL-IN,Air,WH-Chennai-04,HUB-West-04,North,Standard,Pharma,0.83,0.004,11,2024-11-23 17:44:59,2024-11-24 11:22:15,2024-11-24 11:27:47,2024-11-24 14:22:48,2024-11-24 14:24:46,2024-11-25 14:41:19,2024-11-25 14:41:10,2.0,-2.1,5.5,0,0,0,1239.8,0,None,12.55
ORD-030666,Shadowfax,Bike,WH-Chennai-04,HUB-South-02,South,Express,Electronics,2.66,0.0212,43,2024-01-16 15:10:49,2024-01-16 22:13:54,2024-01-16 23:49:44,2024-01-17 03:46:20,2024-01-17 03:42:53,2024-01-17 16:55:07,,-3.4,22.9,95.8,0,1,1,752.1,0,None,79.76
ORD-030667,Ekart,Ground,WH-Bangalore-03,HUB-East-03,North,Standard,Auto Parts,15.26,0.0627,29,2023-08-01 19:21:04,2023-08-01 19:08:05,2023-08-01 19:09:24,2023-08-01 21:55:57,2023-08-01 21:46:49,2023-08-02 21:48:35,2023-08-02 21:25:31,-9.1,-13.9,1.3,0,0,0,145.7,0,None,272.89
ORD-030668,DTDC,Ground,WH-Hyderabad-06,HUB-West-04,West,Express,Furniture,2.35,0.0106,40,2024-10-03 07:14:32,2024-10-03 09:01:51,2024-10-03 09:01:52,2024-10-03 13:30:38,2024-10-03 13:24:43,2024-10-03 22:51:02,2024-10-03 22:27:44,-5.9,-17.4,0.0,0,0,0,370.2,0,None,71.27
ORD-030669,Shadowfax,Bike,WH-Delhi-01,HUB-South-02,South,Standard,Pharma,3.1,0.0198,7,2024-02-15 12:14:42,2024-02-15 14:29:32,2024-02-15 14:53:06,2024-02-15 17:23:30,2024-02-15 17:22:49,2024-02-16 20:31:51,2024-02-16 20:32:09,-0.7,1.0,23.6,0,0,1,308.1,0,None,28.98
ORD-030670,XpressBees,Ground,WH-Mumbai-02,HUB-West-04,East,Express,Grocery,1.89,0.0194,2,2024-08-02 00:24:01,2024-08-02 02:09:27,2024-08-02 02:09:43,2024-08-02 05:53:23,2024-08-02 07:24:47,2024-08-02 19:21:42,2024-08-02 21:04:36,91.4,11.5,0.3,1,0,0,420.8,0,None,34.29
ORD-030671,FedEx-IN,Air,WH-Chennai-04,HUB-West-04,West,Economy,Pharma,3.71,0.0188,9,2024-03-29 00:55:35,2024-03-29 04:10:52,2024-03-29 04:08:18,2024-03-29 09:30:21,2024-03-29 09:38:52,2024-03-31 17:23:38,2024-03-31 18:23:23,8.5,51.2,-2.6,0,1,0,523.3,1,Crushed,92.08
ORD-030672,DTDC,Ground,WH-Kolkata-05,HUB-West-04,North,Standard,Grocery,2.56,0.0287,2,2023-09-14 12:33:07,2023-09-14 15:11:58,2023-09-14 14:59:43,2023-09-14 17:11:57,2023-09-14 18:00:31,2023-09-15 19:21:48,,48.6,15.3,-12.3,1,1,0,327.4,0,None,52.88
ORD-030673,XpressBees,Ground,WH-Chennai-04,HUB-Central-05,North,Standard,Books,2.06,0.0212,4,2023-05-30 04:28:13,2023-05-30 12:12:56,2023-05-30 12:05:28,2023-05-30 16:57:17,2023-05-30 16:58:52,2023-05-31 20:36:35,2023-05-31 21:10:47,1.6,32.6,-7.5,0,1,0,750.7,0,None,48.67
ORD-030674,DTDC,Ground,WH-Mumbai-02,HUB-Central-05,South,Standard,Auto Parts,8.78,0.0641,20,2023-01-09 09:26:55,2023-01-09 17:28:50,2023-01-09 17:26:31,2023-01-09 20:49:31,2023-01-09 21:18:05,2023-01-10 19:21:55,2023-01-10 19:57:04,28.6,6.6,-2.3,1,0,0,711.2,0,None,110.45
ORD-030675,Shadowfax,Bike,WH-Kolkata-05,HUB-West-04,South,Standard,Furniture,17.82,0.1824,41,2024-12-19 04:27:38,2024-12-19 19:42:51,2024-12-19 21:23:19,2024-12-19 22:43:41,2024-12-19 22:32:02,2024-12-20 23:21:11,2024-12-20 23:23:36,-11.6,14.0,100.5,0,0,1,1084.4,0,None,210.16
ORD-030676,DHL-IN,Air,WH-Kolkata-05,HUB-Central-05,West,Economy,Electronics,1.13,0.0124,10,2024-10-29 00:05:08,2024-10-29 01:09:59,2024-10-29 02:57:12,2024-10-29 04:19:15,2024-10-29 04:14:19,2024-10-30 19:01:03,2024-10-30 19:39:36,-4.9,43.5,107.2,0,1,1,249.2,0,None,26.92
ORD-030677,FedEx-IN,Air,WH-Kolkata-05,HUB-East-03,West,Economy,Books,2.31,0.0193,37,2023-04-27 09:01:44,2023-04-27 21:28:32,2023-04-27 21:29:25,2023-04-27 23:07:21,2023-04-27 23:05:24,2023-04-30 09:18:42,2023-04-30 09:13:01,-1.9,-3.7,0.9,0,0,0,843.7,0,None,50.11
ORD-030678,BlueDart,Air,WH-Bangalore-03,HUB-Central-05,West,Standard,FMCG,2.15,0.0192,28,2024-12-16 09:25:42,2024-12-17 02:08:07,2024-12-17 02:04:01,2024-12-17 03:13:31,2024-12-17 03:09:37,2024-12-18 05:06:26,2024-12-18 05:22:32,-3.9,20.0,-4.1,0,1,0,1063.9,0,None,31.02
ORD-030679,Ekart,Ground,WH-Mumbai-02,HUB-East-03,West,Same-Day,Electronics,7.52,0.055,45,2023-04-23 09:43:55,2023-04-24 05:49:05,2023-04-24 05:47:35,2023-04-24 07:40:36,2023-04-24 08:38:09,2023-04-24 11:55:25,2023-04-24 13:19:49,57.6,26.8,-1.5,1,1,0,1374.2,0,None,124.76
ORD-030680,DTDC,Ground,WH-Chennai-04,HUB-West-04,Central,Express,Books,3.87,0.0301,12,2022-12-31 17:51:39,2022-12-31 23:36:44,2022-12-31 23:36:04,2023-01-01 03:08:07,2023-01-01 05:13:24,2023-01-01 13:28:06,2023-01-01 15:42:34,125.3,9.2,-0.7,1,0,0,681.8,0,None,87.16
ORD-030681,BlueDart,Air,WH-Chennai-04,HUB-Central-05,North,Express,Electronics,2.07,0.0175,7,2024-06-28 23:15:59,2024-06-29 16:13:57,2024-06-29 16:30:01,2024-06-29 20:18:50,2024-06-29 20:08:21,2024-06-30 09:13:50,2024-06-30 08:48:43,-10.5,-14.6,16.1,0,0,1,1252.4,0,None,60.03
ORD-030682,FedEx-IN,Air,WH-Chennai-04,HUB-West-04,North,Same-Day,Grocery,2.45,0.0075,2,2024-07-28 06:47:00,2024-07-29 00:35:28,2024-07-29 00:37:37,2024-07-29 04:58:02,2024-07-29 04:54:36,2024-07-29 08:42:57,2024-07-29 08:35:18,-3.4,-4.2,2.1,0,0,0,1327.6,0,None,76.93
ORD-030683,FedEx-IN,Air,WH-Kolkata-05,HUB-West-04,West,Standard,Apparel,2.08,0.0137,12,2023-10-10 21:10:02,2023-10-11 16:22:34,2023-10-11 18:17:03,2023-10-11 20:27:00,2023-10-11 20:14:34,2023-10-12 20:19:04,2023-10-12 20:24:15,-12.4,17.6,114.5,0,1,1,1384.5,0,None,47.92
ORD-030684,DTDC,Ground,WH-Delhi-01,HUB-South-02,Central,Same-Day,FMCG,5.43,0.0512,48,2024-02-14 10:32:45,2024-02-14 16:02:03,2024-02-14 16:03:33,2024-02-14 17:49:56,2024-02-14 17:43:15,2024-02-14 21:41:15,2024-02-14 21:49:27,-6.7,14.9,1.5,0,0,0,430.5,0,None,206.19
ORD-030685,BlueDart,Air,WH-Bangalore-03,HUB-North-01,East,Economy,FMCG,0.79,0.006,5,2023-08-25 03:18:04,2023-08-25 08:51:29,2023-08-25 09:24:01,2023-08-25 12:01:13,2023-08-25 12:00:34,2023-08-27 09:24:13,2023-08-27 09:21:24,-0.6,-2.2,32.5,0,0,1,522.5,0,None,9.7
ORD-030686,Ekart,Ground,WH-Pune-07,HUB-North-01,North,Express,Electronics,13.66,0.0913,16,2024-09-09 19:31:37,2024-09-10 02:05:24,2024-09-10 03:35:38,2024-09-10 07:30:42,2024-09-10 07:15:19,2024-09-10 18:51:46,2024-09-10 18:37:27,-15.4,1.1,90.2,0,0,1,703.7,0,None,154.33
ORD-030687,DHL-IN,Air,WH-Ahmedabad-08,HUB-North-01,West,Express,FMCG,0.89,0.0072,29,2023-10-30 15:31:32,2023-10-31 03:27:05,2023-10-31 03:26:54,2023-10-31 08:22:44,2023-10-31 08:24:27,2023-10-31 20:45:37,2023-10-31 20:48:11,1.7,0.8,-0.2,0,0,0,1012.9,0,None,12.71
ORD-030688,Ekart,Ground,WH-Chennai-04,HUB-West-04,North,Express,FMCG,1.21,0.0103,25,2023-01-11 06:45:08,2023-01-11 20:35:06,2023-01-11 22:30:34,2023-01-12 01:38:12,2023-01-12 01:36:42,2023-01-12 14:09:57,2023-01-12 14:44:09,-1.5,35.7,115.5,0,1,1,1131.6,0,None,33.0
ORD-030689,DHL-IN,Air,WH-Delhi-01,HUB-West-04,South,Express,Auto Parts,2.79,0.0197,29,2023-07-21 12:53:49,2023-07-21 13:39:41,2023-07-21 13:44:24,2023-07-21 17:37:11,2023-07-21 17:37:34,2023-07-22 06:29:13,2023-07-22 06:32:15,0.4,2.6,4.7,0,0,0,283.8,0,None,41.94
ORD-030690,DTDC,Ground,WH-Pune-07,HUB-Central-05,North,Economy,FMCG,14.76,,41,2023-01-18 23:42:18,2023-01-19 07:01:03,2023-01-19 07:02:50,2023-01-19 12:05:54,2023-01-19 11:49:37,2023-01-20 23:17:20,2023-01-20 23:09:29,-16.3,8.4,1.8,0,0,0,727.3,0,None,233.68
ORD-030691,DHL-IN,Air,WH-Kolkata-05,HUB-North-01,South,Express,Electronics,3.39,0.0289,11,2024-10-08 13:34:14,2024-10-08 10:38:13,2024-10-08 10:25:12,2024-10-08 15:46:25,2024-10-08 15:49:28,2024-10-09 01:50:07,2024-10-09 02:22:18,3.1,29.1,-13.0,0,1,0,135.2,0,None,97.67
ORD-030692,DHL-IN,Air,WH-Mumbai-02,HUB-North-01,East,Express,Pharma,27.29,0.2998,20,2023-06-23 01:43:55,2023-06-23 02:19:03,2023-06-23 02:25:23,2023-06-23 05:56:26,2023-06-23 06:12:53,2023-06-23 17:37:20,2023-06-23 18:40:55,16.5,47.1,6.3,1,1,0,269.0,0,None,317.27
ORD-030693,DTDC,Ground,WH-Pune-07,HUB-North-01,East,Standard,Pharma,1.85,0.014,38,2023-09-02 15:52:40,2023-09-03 09:01:39,2023-09-03 09:13:23,2023-09-03 10:55:55,2023-09-03 10:52:18,2023-09-04 14:26:08,2023-09-04 14:57:36,-3.6,35.1,11.7,0,1,0,1139.6,0,None,29.86
ORD-030694,Ekart,Ground,WH-Chennai-04,HUB-North-01,North,Standard,Grocery,1.0,0.0034,16,2024-09-04 04:32:53,2024-09-04 06:00:51,2024-09-04 06:19:23,2024-09-04 07:41:23,2024-09-04 07:51:47,2024-09-05 03:41:06,2024-09-05 04:03:34,10.4,12.0,18.5,0,0,1,198.9,0,None,8.94
ORD-030695,BlueDart,Air,WH-Mumbai-02,HUB-Central-05,North,Standard,Pharma,0.77,,41,2023-02-10 15:58:18,2023-02-11 03:44:27,2023-02-11 04:10:41,2023-02-11 07:52:03,2023-02-11 07:52:33,2023-02-12 09:25:30,2023-02-12 09:26:23,0.5,0.4,26.2,0,0,1,954.2,0,None,12.63
ORD-030696,SHADOWFAX,Bike,WH-Mumbai-02,HUB-West-04,East,Same-Day,Electronics,4.56,0.0285,26,2024-05-12 01:47:53,2024-05-12 04:59:54,2024-05-12 05:28:18,2024-05-12 07:33:21,2024-05-12 07:23:06,2024-05-12 11:56:28,2024-05-12 11:57:27,-10.2,11.2,28.4,0,0,1,335.2,0,None,79.58
ORD-030697,DHL-IN,Air,WH-Delhi-01,HUB-South-02,Central,Express,Pharma,10.95,0.1254,37,2023-03-06 11:48:58,2023-03-07 01:01:26,2023-03-07 00:57:05,2023-03-07 02:01:44,2023-03-07 01:45:38,2023-03-07 14:53:00,2023-03-07 14:32:46,-16.1,-4.1,-4.3,0,0,0,836.7,0,None,231.16
ORD-030698,XpressBees,Ground,WH-Bangalore-03,HUB-Central-05,East,Standard,Pharma,7.45,0.0318,27,2024-05-09 03:19:46,2024-05-09 10:25:03,2024-05-09 10:19:47,2024-05-09 13:35:31,2024-05-09 14:22:30,2024-05-10 15:55:15,2024-05-10 16:35:28,47.0,-6.8,-5.3,1,0,0,662.7,0,None,96.86
ORD-030699,BlueDart,Air,WH-Delhi-01,HUB-South-02,North,Economy,Grocery,6.5,0.0735,10,2023-09-26 19:51:20,2023-09-26 21:55:11,2023-09-26 23:37:12,2023-09-27 01:26:11,2023-09-27 01:07:36,2023-09-29 06:01:14,2023-09-29 05:28:48,-18.6,-13.9,102.0,0,0,1,316.3,0,None,130.43
ORD-030700,Shadowfax,Bike,WH-Kolkata-05,HUB-Central-05,West,Express,Electronics,1.45,0.0118,2,2023-03-11 19:36:26,2023-03-12 14:17:29,2023-03-12 14:15:19,2023-03-12 16:50:42,2023-03-12 17:03:40,2023-03-13 04:26:21,2023-03-13 04:43:21,13.0,4.0,-2.2,0,0,0,1287.2,0,None,30.33
